age,male,female
0,511183,484870
1,511183,484870
2,511183,484870
3,511183,484870
4,511183,484870
5,554523,524572
6,554523,524572
7,554523,524572
8,554523,524572
9,554523,524572
10,580402,548470
11,580402,548470
12,580402,548470
13,580402,548470
14,580402,548470
15,622089,587874
16,622089,587874
17,622089,587874
18,622089,587874
19,622089,587874
20,609943,583106
21,609943,583106
22,609943,583106
23,609943,583106
24,609943,583106
25,624435,601414
26,624435,601414
27,624435,601414
28,624435,601414
29,624435,601414
30,703409,684927
31,703409,684927
32,703409,684927
33,703409,684927
34,703409,684927
35,791815,776261
36,791815,776261
37,791815,776261
38,791815,776261
39,791815,776261
40,971573,952545
41,971573,952545
42,971573,952545
43,971573,952545
44,971573,952545
45,959488,932630
46,959488,932630
47,959488,932630
48,959488,932630
49,959488,932630
50,815407,784760
51,815407,784760
52,815407,784760
53,815407,784760
54,815407,784760
55,772982,753802
56,772982,753802
57,772982,753802
58,772982,753802
59,772982,753802
60,783998,786470
61,783998,786470
62,783998,786470
63,783998,786470
64,783998,786470
65,955755,1004939
66,955755,1004939
67,955755,1004939
68,955755,1004939
69,955755,1004939
70,769321,851919
71,769321,851919
72,769321,851919
73,769321,851919
74,769321,851919
75,624231,757060
76,624231,757060
77,624231,757060
78,624231,757060
79,624231,757060
80,432165,621198
81,432165,621198
82,432165,621198
83,432165,621198
84,432165,621198
85,234121,439695
86,234121,439695
87,234121,439695
88,234121,439695
89,234121,439695
90,82245,223877
91,82245,223877
92,82245,223877
93,82245,223877
94,82245,223877
95,17938,79444
96,17938,79444
97,17938,79444
98,17938,79444
99,17938,79444
100,9863,70527
