age,male,female
0,11714329,10905819
1,11714329,10905819
2,11714329,10905819
3,11714329,10905819
4,11714329,10905819
5,12273678,11296199
6,12273678,11296199
7,12273678,11296199
8,12273678,11296199
9,12273678,11296199
10,12885819,11761390
11,12885819,11761390
12,12885819,11761390
13,12885819,11761390
14,12885819,11761390
15,13273970,12067866
16,13273970,12067866
17,13273970,12067866
18,13273970,12067866
19,13273970,12067866
20,13607387,12353073
21,13607387,12353073
22,13607387,12353073
23,13607387,12353073
24,13607387,12353073
25,13158831,11929724
26,13158831,11929724
27,13158831,11929724
28,13158831,11929724
29,13158831,11929724
30,12495020,11460626
31,12495020,11460626
32,12495020,11460626
33,12495020,11460626
34,12495020,11460626
35,11750287,10883967
36,11750287,10883967
37,11750287,10883967
38,11750287,10883967
39,11750287,10883967
40,10574653,9833332
41,10574653,9833332
42,10574653,9833332
43,10574653,9833332
44,10574653,9833332
45,9096090,8583819
46,9096090,8583819
47,9096090,8583819
48,9096090,8583819
49,9096090,8583819
50,7837601,7554336
51,7837601,7554336
52,7837601,7554336
53,7837601,7554336
54,7837601,7554336
55,6573232,6452924
56,6573232,6452924
57,6573232,6452924
58,6573232,6452924
59,6573232,6452924
60,5430221,5422292
61,5430221,5422292
62,5430221,5422292
63,5430221,5422292
64,5430221,5422292
65,4239692,4356747
66,4239692,4356747
67,4239692,4356747
68,4239692,4356747
69,4239692,4356747
70,2972951,3195971
71,2972951,3195971
72,2972951,3195971
73,2972951,3195971
74,2972951,3195971
75,1674340,1921210
76,1674340,1921210
77,1674340,1921210
78,1674340,1921210
79,1674340,1921210
80,854268,1068532
81,854268,1068532
82,854268,1068532
83,854268,1068532
84,854268,1068532
85,387589,539431
86,387589,539431
87,387589,539431
88,387589,539431
89,387589,539431
90,126157,187218
91,126157,187218
92,126157,187218
93,126157,187218
94,126157,187218
95,26033,38881
96,26033,38881
97,26033,38881
98,26033,38881
99,26033,38881
100,14714,23273
