age,male,female
0,1489587,1459446
1,1489587,1459446
2,1489587,1459446
3,1489587,1459446
4,1489587,1459446
5,1406975,1388754
6,1406975,1388754
7,1406975,1388754
8,1406975,1388754
9,1406975,1388754
10,1261939,1249428
11,1261939,1249428
12,1261939,1249428
13,1261939,1249428
14,1261939,1249428
15,1073296,1066510
16,1073296,1066510
17,1073296,1066510
18,1073296,1066510
19,1073296,1066510
20,874178,871370
21,874178,871370
22,874178,871370
23,874178,871370
24,874178,871370
25,707810,681980
26,707810,681980
27,707810,681980
28,707810,681980
29,707810,681980
30,606034,593434
31,606034,593434
32,606034,593434
33,606034,593434
34,606034,593434
35,512327,538977
36,512327,538977
37,512327,538977
38,512327,538977
39,512327,538977
40,452866,484963
41,452866,484963
42,452866,484963
43,452866,484963
44,452866,484963
45,377702,394144
46,377702,394144
47,377702,394144
48,377702,394144
49,377702,394144
50,296489,303247
51,296489,303247
52,296489,303247
53,296489,303247
54,296489,303247
55,241713,248291
56,241713,248291
57,241713,248291
58,241713,248291
59,241713,248291
60,185745,192046
61,185745,192046
62,185745,192046
63,185745,192046
64,185745,192046
65,129211,137627
66,129211,137627
67,129211,137627
68,129211,137627
69,129211,137627
70,81085,91400
71,81085,91400
72,81085,91400
73,81085,91400
74,81085,91400
75,41790,50262
76,41790,50262
77,41790,50262
78,41790,50262
79,41790,50262
80,17941,23686
81,17941,23686
82,17941,23686
83,17941,23686
84,17941,23686
85,5128,7664
86,5128,7664
87,5128,7664
88,5128,7664
89,5128,7664
90,879,1627
91,879,1627
92,879,1627
93,879,1627
94,879,1627
95,84,202
96,84,202
97,84,202
98,84,202
99,84,202
100,21,71
