age,male,female
0,1756025,1708608
1,1756025,1708608
2,1756025,1708608
3,1756025,1708608
4,1756025,1708608
5,1454324,1426050
6,1454324,1426050
7,1454324,1426050
8,1454324,1426050
9,1454324,1426050
10,1239691,1220563
11,1239691,1220563
12,1239691,1220563
13,1239691,1220563
14,1239691,1220563
15,991431,985338
16,991431,985338
17,991431,985338
18,991431,985338
19,991431,985338
20,800635,803134
21,800635,803134
22,800635,803134
23,800635,803134
24,800635,803134
25,665125,683268
26,665125,683268
27,665125,683268
28,665125,683268
29,665125,683268
30,561542,584302
31,561542,584302
32,561542,584302
33,561542,584302
34,561542,584302
35,470861,494629
36,470861,494629
37,470861,494629
38,470861,494629
39,470861,494629
40,403630,416823
41,403630,416823
42,403630,416823
43,403630,416823
44,403630,416823
45,356035,360639
46,356035,360639
47,356035,360639
48,356035,360639
49,356035,360639
50,290332,300311
51,290332,300311
52,290332,300311
53,290332,300311
54,290332,300311
55,229564,243603
56,229564,243603
57,229564,243603
58,229564,243603
59,229564,243603
60,176113,192325
61,176113,192325
62,176113,192325
63,176113,192325
64,176113,192325
65,127498,143970
66,127498,143970
67,127498,143970
68,127498,143970
69,127498,143970
70,81910,97135
71,81910,97135
72,81910,97135
73,81910,97135
74,81910,97135
75,43216,55372
76,43216,55372
77,43216,55372
78,43216,55372
79,43216,55372
80,18018,25517
81,18018,25517
82,18018,25517
83,18018,25517
84,18018,25517
85,5113,8489
86,5113,8489
87,5113,8489
88,5113,8489
89,5113,8489
90,876,1872
91,876,1872
92,876,1872
93,876,1872
94,876,1872
95,67,213
96,67,213
97,67,213
98,67,213
99,67,213
100,11,61
