age,male,female
0,300630,268698
1,300630,268698
2,300630,268698
3,300630,268698
4,300630,268698
5,363092,316876
6,363092,316876
7,363092,316876
8,363092,316876
9,363092,316876
10,355307,308243
11,355307,308243
12,355307,308243
13,355307,308243
14,355307,308243
15,348929,307150
16,348929,307150
17,348929,307150
18,348929,307150
19,348929,307150
20,433154,385704
21,433154,385704
22,433154,385704
23,433154,385704
24,433154,385704
25,402374,373083
26,402374,373083
27,402374,373083
28,402374,373083
29,402374,373083
30,451160,426314
31,451160,426314
32,451160,426314
33,451160,426314
34,451160,426314
35,420984,396700
36,420984,396700
37,420984,396700
38,420984,396700
39,420984,396700
40,443518,417739
41,443518,417739
42,443518,417739
43,443518,417739
44,443518,417739
45,362021,340815
46,362021,340815
47,362021,340815
48,362021,340815
49,362021,340815
50,258488,246126
51,258488,246126
52,258488,246126
53,258488,246126
54,258488,246126
55,208116,205381
56,208116,205381
57,208116,205381
58,208116,205381
59,208116,205381
60,184207,198671
61,184207,198671
62,184207,198671
63,184207,198671
64,184207,198671
65,143186,171217
66,143186,171217
67,143186,171217
68,143186,171217
69,143186,171217
70,86478,128677
71,86478,128677
72,86478,128677
73,86478,128677
74,86478,128677
75,48462,86194
76,48462,86194
77,48462,86194
78,48462,86194
79,48462,86194
80,24106,49521
81,24106,49521
82,24106,49521
83,24106,49521
84,24106,49521
85,7881,21197
86,7881,21197
87,7881,21197
88,7881,21197
89,7881,21197
90,1904,8017
91,1904,8017
92,1904,8017
93,1904,8017
94,1904,8017
95,177,2023
96,177,2023
97,177,2023
98,177,2023
99,177,2023
100,48,1491
