age,male,female
0,581681,553840
1,581681,553840
2,581681,553840
3,581681,553840
4,581681,553840
5,663478,631032
6,663478,631032
7,663478,631032
8,663478,631032
9,663478,631032
10,603463,573171
11,603463,573171
12,603463,573171
13,603463,573171
14,603463,573171
15,550810,524298
16,550810,524298
17,550810,524298
18,550810,524298
19,550810,524298
20,519674,493745
21,519674,493745
22,519674,493745
23,519674,493745
24,519674,493745
25,518834,483026
26,518834,483026
27,518834,483026
28,518834,483026
29,518834,483026
30,668491,615537
31,668491,615537
32,668491,615537
33,668491,615537
34,668491,615537
35,543876,502543
36,543876,502543
37,543876,502543
38,543876,502543
39,543876,502543
40,502765,497396
41,502765,497396
42,502765,497396
43,502765,497396
44,502765,497396
45,398952,536470
46,398952,536470
47,398952,536470
48,398952,536470
49,398952,536470
50,290568,419213
51,290568,419213
52,290568,419213
53,290568,419213
54,290568,419213
55,354140,513256
56,354140,513256
57,354140,513256
58,354140,513256
59,354140,513256
60,392173,559008
61,392173,559008
62,392173,559008
63,392173,559008
64,392173,559008
65,356805,488747
66,356805,488747
67,356805,488747
68,356805,488747
69,356805,488747
70,241120,386499
71,241120,386499
72,241120,386499
73,241120,386499
74,241120,386499
75,133131,261573
76,133131,261573
77,133131,261573
78,133131,261573
79,133131,261573
80,70907,139945
81,70907,139945
82,70907,139945
83,70907,139945
84,70907,139945
85,26794,51834
86,26794,51834
87,26794,51834
88,26794,51834
89,26794,51834
90,6184,12063
91,6184,12063
92,6184,12063
93,6184,12063
94,6184,12063
95,664,1371
96,664,1371
97,664,1371
98,664,1371
99,664,1371
100,138,346
