age,male,female
0,764664,770777
1,764664,770777
2,764664,770777
3,764664,770777
4,764664,770777
5,569967,589425
6,569967,589425
7,569967,589425
8,569967,589425
9,569967,589425
10,505080,506606
11,505080,506606
12,505080,506606
13,505080,506606
14,505080,506606
15,469921,454425
16,469921,454425
17,469921,454425
18,469921,454425
19,469921,454425
20,405152,395329
21,405152,395329
22,405152,395329
23,405152,395329
24,405152,395329
25,344234,340558
26,344234,340558
27,344234,340558
28,344234,340558
29,344234,340558
30,294942,293605
31,294942,293605
32,294942,293605
33,294942,293605
34,294942,293605
35,252948,252623
36,252948,252623
37,252948,252623
38,252948,252623
39,252948,252623
40,212279,214705
41,212279,214705
42,212279,214705
43,212279,214705
44,212279,214705
45,171549,178580
46,171549,178580
47,171549,178580
48,171549,178580
49,171549,178580
50,139829,150563
51,139829,150563
52,139829,150563
53,139829,150563
54,139829,150563
55,111344,125039
56,111344,125039
57,111344,125039
58,111344,125039
59,111344,125039
60,91189,105418
61,91189,105418
62,91189,105418
63,91189,105418
64,91189,105418
65,64538,78523
66,64538,78523
67,64538,78523
68,64538,78523
69,64538,78523
70,38475,50320
71,38475,50320
72,38475,50320
73,38475,50320
74,38475,50320
75,18473,26811
76,18473,26811
77,18473,26811
78,18473,26811
79,18473,26811
80,6578,11049
81,6578,11049
82,6578,11049
83,6578,11049
84,6578,11049
85,1433,3094
86,1433,3094
87,1433,3094
88,1433,3094
89,1433,3094
90,155,517
91,155,517
92,155,517
93,155,517
94,155,517
95,7,32
96,7,32
97,7,32
98,7,32
99,7,32
100,0,4
