age,male,female
0,12870507,11773521
1,12870507,11773521
2,12870507,11773521
3,12870507,11773521
4,12870507,11773521
5,13325908,12119546
6,13325908,12119546
7,13325908,12119546
8,13325908,12119546
9,13325908,12119546
10,13733395,12473252
11,13733395,12473252
12,13733395,12473252
13,13733395,12473252
14,13733395,12473252
15,13524713,12246090
16,13524713,12246090
17,13524713,12246090
18,13524713,12246090
19,13524713,12246090
20,12885474,11750087
21,12885474,11750087
22,12885474,11750087
23,12885474,11750087
24,12885474,11750087
25,12185679,11207921
26,12185679,11207921
27,12185679,11207921
28,12185679,11207921
29,12185679,11207921
30,11174220,10266146
31,11174220,10266146
32,11174220,10266146
33,11174220,10266146
34,11174220,10266146
35,9769253,9038884
36,9769253,9038884
37,9769253,9038884
38,9769253,9038884
39,9769253,9038884
40,8558284,8043268
41,8558284,8043268
42,8558284,8043268
43,8558284,8043268
44,8558284,8043268
45,7416925,7070510
46,7416925,7070510
47,7416925,7070510
48,7416925,7070510
49,7416925,7070510
50,6469302,6213488
51,6469302,6213488
52,6469302,6213488
53,6469302,6213488
54,6469302,6213488
55,5475089,5313033
56,5475089,5313033
57,5475089,5313033
58,5475089,5313033
59,5475089,5313033
60,4373917,4346104
61,4373917,4346104
62,4373917,4346104
63,4373917,4346104
64,4373917,4346104
65,2987917,3096985
66,2987917,3096985
67,2987917,3096985
68,2987917,3096985
69,2987917,3096985
70,1896014,2120919
71,1896014,2120919
72,1896014,2120919
73,1896014,2120919
74,1896014,2120919
75,1208557,1466344
76,1208557,1466344
77,1208557,1466344
78,1208557,1466344
79,1208557,1466344
80,653605,849878
81,653605,849878
82,653605,849878
83,653605,849878
84,653605,849878
85,276401,370809
86,276401,370809
87,276401,370809
88,276401,370809
89,276401,370809
90,81106,113372
91,81106,113372
92,81106,113372
93,81106,113372
94,81106,113372
95,15328,22507
96,15328,22507
97,15328,22507
98,15328,22507
99,15328,22507
100,9128,13888
