age,male,female
0,13906728,12653788
1,13906728,12653788
2,13906728,12653788
3,13906728,12653788
4,13906728,12653788
5,13151261,12005140
6,13151261,12005140
7,13151261,12005140
8,13151261,12005140
9,13151261,12005140
10,12546189,11548933
11,12546189,11548933
12,12546189,11548933
13,12546189,11548933
14,12546189,11548933
15,11628259,10668464
16,11628259,10668464
17,11628259,10668464
18,11628259,10668464
19,11628259,10668464
20,10270510,9420896
21,10270510,9420896
22,10270510,9420896
23,10270510,9420896
24,10270510,9420896
25,9092895,8398074
26,9092895,8398074
27,9092895,8398074
28,9092895,8398074
29,9092895,8398074
30,8001128,7419635
31,8001128,7419635
32,8001128,7419635
33,8001128,7419635
34,8001128,7419635
35,7148385,6612452
36,7148385,6612452
37,7148385,6612452
38,7148385,6612452
39,7148385,6612452
40,6320909,5818739
41,6320909,5818739
42,6320909,5818739
43,6320909,5818739
44,6320909,5818739
45,5386956,4974441
46,5386956,4974441
47,5386956,4974441
48,5386956,4974441
49,5386956,4974441
50,4051421,3838638
51,4051421,3838638
52,4051421,3838638
53,4051421,3838638
54,4051421,3838638
55,3038835,3018067
56,3038835,3018067
57,3038835,3018067
58,3038835,3018067
59,3038835,3018067
60,2477381,2563966
61,2477381,2563966
62,2477381,2563966
63,2477381,2563966
64,2477381,2563966
65,1885609,2026351
66,1885609,2026351
67,1885609,2026351
68,1885609,2026351
69,1885609,2026351
70,1302927,1420737
71,1302927,1420737
72,1302927,1420737
73,1302927,1420737
74,1302927,1420737
75,771844,895527
76,771844,895527
77,771844,895527
78,771844,895527
79,771844,895527
80,371369,486123
81,371369,486123
82,371369,486123
83,371369,486123
84,371369,486123
85,134944,204913
86,134944,204913
87,134944,204913
88,134944,204913
89,134944,204913
90,35260,63110
91,35260,63110
92,35260,63110
93,35260,63110
94,35260,63110
95,5616,11337
96,5616,11337
97,5616,11337
98,5616,11337
99,5616,11337
100,2945,6824
