age,male,female
0,2104262,2007586
1,2104262,2007586
2,2104262,2007586
3,2104262,2007586
4,2104262,2007586
5,2049627,1949006
6,2049627,1949006
7,2049627,1949006
8,2049627,1949006
9,2049627,1949006
10,2075300,1957316
11,2075300,1957316
12,2075300,1957316
13,2075300,1957316
14,2075300,1957316
15,2285429,2135246
16,2285429,2135246
17,2285429,2135246
18,2285429,2135246
19,2285429,2135246
20,2242137,2088746
21,2242137,2088746
22,2242137,2088746
23,2242137,2088746
24,2242137,2088746
25,2210926,2075840
26,2210926,2075840
27,2210926,2075840
28,2210926,2075840
29,2210926,2075840
30,2037874,1928969
31,2037874,1928969
32,2037874,1928969
33,2037874,1928969
34,2037874,1928969
35,2130514,2037087
36,2130514,2037087
37,2130514,2037087
38,2130514,2037087
39,2130514,2037087
40,2194870,2127073
41,2194870,2127073
42,2194870,2127073
43,2194870,2127073
44,2194870,2127073
45,2326290,2289755
46,2326290,2289755
47,2326290,2289755
48,2326290,2289755
49,2326290,2289755
50,2140632,2183378
51,2140632,2183378
52,2140632,2183378
53,2140632,2183378
54,2140632,2183378
55,1824721,1896116
56,1824721,1896116
57,1824721,1896116
58,1824721,1896116
59,1824721,1896116
60,1499909,1579333
61,1499909,1579333
62,1499909,1579333
63,1499909,1579333
64,1499909,1579333
65,1069206,1202110
66,1069206,1202110
67,1069206,1202110
68,1069206,1202110
69,1069206,1202110
70,811918,947551
71,811918,947551
72,811918,947551
73,811918,947551
74,811918,947551
75,631064,814328
76,631064,814328
77,631064,814328
78,631064,814328
79,631064,814328
80,440784,673296
81,440784,673296
82,440784,673296
83,440784,673296
84,440784,673296
85,235681,438863
86,235681,438863
87,235681,438863
88,235681,438863
89,235681,438863
90,77541,192406
91,77541,192406
92,77541,192406
93,77541,192406
94,77541,192406
95,15463,55365
96,15463,55365
97,15463,55365
98,15463,55365
99,15463,55365
100,7884,44843
