age,male,female
0,10185774,9581960
1,10185774,9581960
2,10185774,9581960
3,10185774,9581960
4,10185774,9581960
5,8686567,8127862
6,8686567,8127862
7,8686567,8127862
8,8686567,8127862
9,8686567,8127862
10,7802790,7269751
11,7802790,7269751
12,7802790,7269751
13,7802790,7269751
14,7802790,7269751
15,7013610,6478146
16,7013610,6478146
17,7013610,6478146
18,7013610,6478146
19,7013610,6478146
20,6167243,5646636
21,6167243,5646636
22,6167243,5646636
23,6167243,5646636
24,6167243,5646636
25,4952517,4535753
26,4952517,4535753
27,4952517,4535753
28,4952517,4535753
29,4952517,4535753
30,3843296,3621962
31,3843296,3621962
32,3843296,3621962
33,3843296,3621962
34,3843296,3621962
35,3443144,3271923
36,3443144,3271923
37,3443144,3271923
38,3443144,3271923
39,3443144,3271923
40,3124129,2966619
41,3124129,2966619
42,3124129,2966619
43,3124129,2966619
44,3124129,2966619
45,2759738,2547413
46,2759738,2547413
47,2759738,2547413
48,2759738,2547413
49,2759738,2547413
50,2351006,2143371
51,2351006,2143371
52,2351006,2143371
53,2351006,2143371
54,2351006,2143371
55,1927596,1789686
56,1927596,1789686
57,1927596,1789686
58,1927596,1789686
59,1927596,1789686
60,1491777,1434355
61,1491777,1434355
62,1491777,1434355
63,1491777,1434355
64,1491777,1434355
65,1102486,1096826
66,1102486,1096826
67,1102486,1096826
68,1102486,1096826
69,1102486,1096826
70,720520,714717
71,720520,714717
72,720520,714717
73,720520,714717
74,720520,714717
75,413445,421637
76,413445,421637
77,413445,421637
78,413445,421637
79,413445,421637
80,179810,188438
81,179810,188438
82,179810,188438
83,179810,188438
84,179810,188438
85,59919,66193
86,59919,66193
87,59919,66193
88,59919,66193
89,59919,66193
90,12940,15287
91,12940,15287
92,12940,15287
93,12940,15287
94,12940,15287
95,1396,1718
96,1396,1718
97,1396,1718
98,1396,1718
99,1396,1718
100,542,765
