age,male,female
0,363187,326629
1,363187,326629
2,363187,326629
3,363187,326629
4,363187,326629
5,433525,400250
6,433525,400250
7,433525,400250
8,433525,400250
9,433525,400250
10,426257,396902
11,426257,396902
12,426257,396902
13,426257,396902
14,426257,396902
15,492017,453634
16,492017,453634
17,492017,453634
18,492017,453634
19,492017,453634
20,446767,412039
21,446767,412039
22,446767,412039
23,446767,412039
24,446767,412039
25,465435,446536
26,465435,446536
27,465435,446536
28,465435,446536
29,465435,446536
30,397221,369157
31,397221,369157
32,397221,369157
33,397221,369157
34,397221,369157
35,291261,267268
36,291261,267268
37,291261,267268
38,291261,267268
39,291261,267268
40,242923,225427
41,242923,225427
42,242923,225427
43,242923,225427
44,242923,225427
45,226233,219313
46,226233,219313
47,226233,219313
48,226233,219313
49,226233,219313
50,190513,193128
51,190513,193128
52,190513,193128
53,190513,193128
54,190513,193128
55,130923,155120
56,130923,155120
57,130923,155120
58,130923,155120
59,130923,155120
60,94167,121763
61,94167,121763
62,94167,121763
63,94167,121763
64,94167,121763
65,69933,93721
66,69933,93721
67,69933,93721
68,69933,93721
69,69933,93721
70,44086,68502
71,44086,68502
72,44086,68502
73,44086,68502
74,44086,68502
75,23833,46503
76,23833,46503
77,23833,46503
78,23833,46503
79,23833,46503
80,9572,24335
81,9572,24335
82,9572,24335
83,9572,24335
84,9572,24335
85,2498,9481
86,2498,9481
87,2498,9481
88,2498,9481
89,2498,9481
90,370,3456
91,370,3456
92,370,3456
93,370,3456
94,370,3456
95,22,620
96,22,620
97,22,620
98,22,620
99,22,620
100,3,320
