age,male,female
0,1930304,1874564
1,1930304,1874564
2,1930304,1874564
3,1930304,1874564
4,1930304,1874564
5,1559831,1526535
6,1559831,1526535
7,1559831,1526535
8,1559831,1526535
9,1559831,1526535
10,1380284,1353946
11,1380284,1353946
12,1380284,1353946
13,1380284,1353946
14,1380284,1353946
15,1172167,1154124
16,1172167,1154124
17,1172167,1154124
18,1172167,1154124
19,1172167,1154124
20,929120,925193
21,929120,925193
22,929120,925193
23,929120,925193
24,929120,925193
25,754880,760535
26,754880,760535
27,754880,760535
28,754880,760535
29,754880,760535
30,628631,645787
31,628631,645787
32,628631,645787
33,628631,645787
34,628631,645787
35,527914,548547
36,527914,548547
37,527914,548547
38,527914,548547
39,527914,548547
40,436654,459474
41,436654,459474
42,436654,459474
43,436654,459474
44,436654,459474
45,378374,389402
46,378374,389402
47,378374,389402
48,378374,389402
49,378374,389402
50,320891,330389
51,320891,330389
52,320891,330389
53,320891,330389
54,320891,330389
55,255189,269602
56,255189,269602
57,255189,269602
58,255189,269602
59,255189,269602
60,193993,211138
61,193993,211138
62,193993,211138
63,193993,211138
64,193993,211138
65,139771,157043
66,139771,157043
67,139771,157043
68,139771,157043
69,139771,157043
70,90666,106314
71,90666,106314
72,90666,106314
73,90666,106314
74,90666,106314
75,48751,61400
76,48751,61400
77,48751,61400
78,48751,61400
79,48751,61400
80,19866,27767
81,19866,27767
82,19866,27767
83,19866,27767
84,19866,27767
85,5666,9244
86,5666,9244
87,5666,9244
88,5666,9244
89,5666,9244
90,912,1946
91,912,1946
92,912,1946
93,912,1946
94,912,1946
95,75,235
96,75,235
97,75,235
98,75,235
99,75,235
100,13,71
