age,male,female
0,3271434,3199406
1,3271434,3199406
2,3271434,3199406
3,3271434,3199406
4,3271434,3199406
5,2769942,2693555
6,2769942,2693555
7,2769942,2693555
8,2769942,2693555
9,2769942,2693555
10,2327883,2250135
11,2327883,2250135
12,2327883,2250135
13,2327883,2250135
14,2327883,2250135
15,1927692,1857518
16,1927692,1857518
17,1927692,1857518
18,1927692,1857518
19,1927692,1857518
20,1625195,1572376
21,1625195,1572376
22,1625195,1572376
23,1625195,1572376
24,1625195,1572376
25,1388089,1359379
26,1388089,1359379
27,1388089,1359379
28,1388089,1359379
29,1388089,1359379
30,1224196,1201569
31,1224196,1201569
32,1224196,1201569
33,1224196,1201569
34,1224196,1201569
35,1026217,1008444
36,1026217,1008444
37,1026217,1008444
38,1026217,1008444
39,1026217,1008444
40,801620,792296
41,801620,792296
42,801620,792296
43,801620,792296
44,801620,792296
45,636233,635765
46,636233,635765
47,636233,635765
48,636233,635765
49,636233,635765
50,508828,524517
51,508828,524517
52,508828,524517
53,508828,524517
54,508828,524517
55,402553,427099
56,402553,427099
57,402553,427099
58,402553,427099
59,402553,427099
60,305368,333574
61,305368,333574
62,305368,333574
63,305368,333574
64,305368,333574
65,230467,249092
66,230467,249092
67,230467,249092
68,230467,249092
69,230467,249092
70,157377,170428
71,157377,170428
72,157377,170428
73,157377,170428
74,157377,170428
75,87882,98327
76,87882,98327
77,87882,98327
78,87882,98327
79,87882,98327
80,38174,44726
81,38174,44726
82,38174,44726
83,38174,44726
84,38174,44726
85,11566,14788
86,11566,14788
87,11566,14788
88,11566,14788
89,11566,14788
90,2016,3104
91,2016,3104
92,2016,3104
93,2016,3104
94,2016,3104
95,167,355
96,167,355
97,167,355
98,167,355
99,167,355
100,32,108
