age,male,female
0,8733049,8261729
1,8733049,8261729
2,8733049,8261729
3,8733049,8261729
4,8733049,8261729
5,7486271,6981869
6,7486271,6981869
7,7486271,6981869
8,7486271,6981869
9,7486271,6981869
10,6658761,6175285
11,6658761,6175285
12,6658761,6175285
13,6658761,6175285
14,6658761,6175285
15,5690954,5253734
16,5690954,5253734
17,5690954,5253734
18,5690954,5253734
19,5690954,5253734
20,4300242,4060045
21,4300242,4060045
22,4300242,4060045
23,4300242,4060045
24,4300242,4060045
25,3715134,3540166
26,3715134,3540166
27,3715134,3540166
28,3715134,3540166
29,3715134,3540166
30,3442488,3298476
31,3442488,3298476
32,3442488,3298476
33,3442488,3298476
34,3442488,3298476
35,3102305,2899580
36,3102305,2899580
37,3102305,2899580
38,3102305,2899580
39,3102305,2899580
40,2760091,2487035
41,2760091,2487035
42,2760091,2487035
43,2760091,2487035
44,2760091,2487035
45,2374745,2146588
46,2374745,2146588
47,2374745,2146588
48,2374745,2146588
49,2374745,2146588
50,2001234,1847189
51,2001234,1847189
52,2001234,1847189
53,2001234,1847189
54,2001234,1847189
55,1626606,1544901
56,1626606,1544901
57,1626606,1544901
58,1626606,1544901
59,1626606,1544901
60,1279068,1229451
61,1279068,1229451
62,1279068,1229451
63,1279068,1229451
64,1279068,1229451
65,890810,850749
66,890810,850749
67,890810,850749
68,890810,850749
69,890810,850749
70,589389,593993
71,589389,593993
72,589389,593993
73,589389,593993
74,589389,593993
75,288344,291925
76,288344,291925
77,288344,291925
78,288344,291925
79,288344,291925
80,136019,149816
81,136019,149816
82,136019,149816
83,136019,149816
84,136019,149816
85,33406,36023
86,33406,36023
87,33406,36023
88,33406,36023
89,33406,36023
90,7834,8865
91,7834,8865
92,7834,8865
93,7834,8865
94,7834,8865
95,799,1033
96,799,1033
97,799,1033
98,799,1033
99,799,1033
100,209,336
