age,male,female
0,65405389,61425428
1,65405389,61425428
2,65405389,61425428
3,65405389,61425428
4,65405389,61425428
5,64944027,61340804
6,64944027,61340804
7,64944027,61340804
8,64944027,61340804
9,64944027,61340804
10,59453617,56531794
11,59453617,56531794
12,59453617,56531794
13,59453617,56531794
14,59453617,56531794
15,53545704,51224290
16,53545704,51224290
17,53545704,51224290
18,53545704,51224290
19,53545704,51224290
20,52162147,50269479
21,52162147,50269479
22,52162147,50269479
23,52162147,50269479
24,52162147,50269479
25,49057747,47521600
26,49057747,47521600
27,49057747,47521600
28,49057747,47521600
29,49057747,47521600
30,44290400,43071767
31,44290400,43071767
32,44290400,43071767
33,44290400,43071767
34,44290400,43071767
35,38606575,37742171
36,38606575,37742171
37,38606575,37742171
38,38606575,37742171
39,38606575,37742171
40,34427233,33954432
41,34427233,33954432
42,34427233,33954432
43,34427233,33954432
44,34427233,33954432
45,27582764,27308563
46,27582764,27308563
47,27582764,27308563
48,27582764,27308563
49,27582764,27308563
50,21772804,21854436
51,21772804,21854436
52,21772804,21854436
53,21772804,21854436
54,21772804,21854436
55,19649714,20340399
56,19649714,20340399
57,19649714,20340399
58,19649714,20340399
59,19649714,20340399
60,16322360,17603608
61,16322360,17603608
62,16322360,17603608
63,16322360,17603608
64,16322360,17603608
65,12982506,15045719
66,12982506,15045719
67,12982506,15045719
68,12982506,15045719
69,12982506,15045719
70,8941874,11677970
71,8941874,11677970
72,8941874,11677970
73,8941874,11677970
74,8941874,11677970
75,5180679,7590641
76,5180679,7590641
77,5180679,7590641
78,5180679,7590641
79,5180679,7590641
80,2896477,5131242
81,2896477,5131242
82,2896477,5131242
83,2896477,5131242
84,2896477,5131242
85,1114886,2478194
86,1114886,2478194
87,1114886,2478194
88,1114886,2478194
89,1114886,2478194
90,282368,816617
91,282368,816617
92,282368,816617
93,282368,816617
94,282368,816617
95,43862,161228
96,43862,161228
97,43862,161228
98,43862,161228
99,43862,161228
100,19965,91432
