age,male,female
0,376657,324116
1,376657,324116
2,376657,324116
3,376657,324116
4,376657,324116
5,337488,297053
6,337488,297053
7,337488,297053
8,337488,297053
9,337488,297053
10,377191,344802
11,377191,344802
12,377191,344802
13,377191,344802
14,377191,344802
15,417195,382833
16,417195,382833
17,417195,382833
18,417195,382833
19,417195,382833
20,459496,410098
21,459496,410098
22,459496,410098
23,459496,410098
24,459496,410098
25,447122,422799
26,447122,422799
27,447122,422799
28,447122,422799
29,447122,422799
30,444259,414007
31,444259,414007
32,444259,414007
33,444259,414007
34,444259,414007
35,443335,413523
36,443335,413523
37,443335,413523
38,443335,413523
39,443335,413523
40,341030,312229
41,341030,312229
42,341030,312229
43,341030,312229
44,341030,312229
45,260094,240602
46,260094,240602
47,260094,240602
48,260094,240602
49,260094,240602
50,211715,204491
51,211715,204491
52,211715,204491
53,211715,204491
54,211715,204491
55,192571,198613
56,192571,198613
57,192571,198613
58,192571,198613
59,192571,198613
60,143485,166086
61,143485,166086
62,143485,166086
63,143485,166086
64,143485,166086
65,89023,126839
66,89023,126839
67,89023,126839
68,89023,126839
69,89023,126839
70,61088,94867
71,61088,94867
72,61088,94867
73,61088,94867
74,61088,94867
75,34097,60260
76,34097,60260
77,34097,60260
78,34097,60260
79,34097,60260
80,15322,35756
81,15322,35756
82,15322,35756
83,15322,35756
84,15322,35756
85,5011,15139
86,5011,15139
87,5011,15139
88,5011,15139
89,5011,15139
90,931,5091
91,931,5091
92,931,5091
93,931,5091
94,931,5091
95,76,1239
96,76,1239
97,76,1239
98,76,1239
99,76,1239
100,7,552
