age,male,female
0,1503894,1470263
1,1503894,1470263
2,1503894,1470263
3,1503894,1470263
4,1503894,1470263
5,1143959,1132355
6,1143959,1132355
7,1143959,1132355
8,1143959,1132355
9,1143959,1132355
10,903262,902557
11,903262,902557
12,903262,902557
13,903262,902557
14,903262,902557
15,746974,758514
16,746974,758514
17,746974,758514
18,746974,758514
19,746974,758514
20,630679,653062
21,630679,653062
22,630679,653062
23,630679,653062
24,630679,653062
25,534657,561468
26,534657,561468
27,534657,561468
28,534657,561468
29,534657,561468
30,450746,475239
31,450746,475239
32,450746,475239
33,450746,475239
34,450746,475239
35,417198,418128
36,417198,418128
37,417198,418128
38,417198,418128
39,417198,418128
40,351794,354485
41,351794,354485
42,351794,354485
43,351794,354485
44,351794,354485
45,291036,297279
46,291036,297279
47,291036,297279
48,291036,297279
49,291036,297279
50,236847,247122
51,236847,247122
52,236847,247122
53,236847,247122
54,236847,247122
55,189897,202972
56,189897,202972
57,189897,202972
58,189897,202972
59,189897,202972
60,145698,161185
61,145698,161185
62,145698,161185
63,145698,161185
64,145698,161185
65,102134,118451
66,102134,118451
67,102134,118451
68,102134,118451
69,102134,118451
70,64485,79121
71,64485,79121
72,64485,79121
73,64485,79121
74,64485,79121
75,34442,45659
76,34442,45659
77,34442,45659
78,34442,45659
79,34442,45659
80,14777,21587
81,14777,21587
82,14777,21587
83,14777,21587
84,14777,21587
85,4273,7278
86,4273,7278
87,4273,7278
88,4273,7278
89,4273,7278
90,630,1437
91,630,1437
92,630,1437
93,630,1437
94,630,1437
95,41,148
96,41,148
97,41,148
98,41,148
99,41,148
100,6,39
