age,male,female
0,1862515,1803460
1,1862515,1803460
2,1862515,1803460
3,1862515,1803460
4,1862515,1803460
5,1802843,1759924
6,1802843,1759924
7,1802843,1759924
8,1802843,1759924
9,1802843,1759924
10,1619562,1591177
11,1619562,1591177
12,1619562,1591177
13,1619562,1591177
14,1619562,1591177
15,1459203,1440907
16,1459203,1440907
17,1459203,1440907
18,1459203,1440907
19,1459203,1440907
20,1375705,1366559
21,1375705,1366559
22,1375705,1366559
23,1375705,1366559
24,1375705,1366559
25,1264289,1262627
26,1264289,1262627
27,1264289,1262627
28,1264289,1262627
29,1264289,1262627
30,1078594,1082908
31,1078594,1082908
32,1078594,1082908
33,1078594,1082908
34,1078594,1082908
35,891462,900672
36,891462,900672
37,891462,900672
38,891462,900672
39,891462,900672
40,696903,694054
41,696903,694054
42,696903,694054
43,696903,694054
44,696903,694054
45,585717,577650
46,585717,577650
47,585717,577650
48,585717,577650
49,585717,577650
50,478222,506732
51,478222,506732
52,478222,506732
53,478222,506732
54,478222,506732
55,398324,451558
56,398324,451558
57,398324,451558
58,398324,451558
59,398324,451558
60,315639,362897
61,315639,362897
62,315639,362897
63,315639,362897
64,315639,362897
65,221565,256885
66,221565,256885
67,221565,256885
68,221565,256885
69,221565,256885
70,145493,175390
71,145493,175390
72,145493,175390
73,145493,175390
74,145493,175390
75,85814,109157
76,85814,109157
77,85814,109157
78,85814,109157
79,85814,109157
80,40157,53971
81,40157,53971
82,40157,53971
83,40157,53971
84,40157,53971
85,14539,21190
86,14539,21190
87,14539,21190
88,14539,21190
89,14539,21190
90,3565,5732
91,3565,5732
92,3565,5732
93,3565,5732
94,3565,5732
95,546,1006
96,546,1006
97,546,1006
98,546,1006
99,546,1006
100,243,538
