age,male,female
0,1294429,1272013
1,1294429,1272013
2,1294429,1272013
3,1294429,1272013
4,1294429,1272013
5,1062386,1053408
6,1062386,1053408
7,1062386,1053408
8,1062386,1053408
9,1062386,1053408
10,862476,852369
11,862476,852369
12,862476,852369
13,862476,852369
14,862476,852369
15,721394,686150
16,721394,686150
17,721394,686150
18,721394,686150
19,721394,686150
20,617639,607005
21,617639,607005
22,617639,607005
23,617639,607005
24,617639,607005
25,531723,559019
26,531723,559019
27,531723,559019
28,531723,559019
29,531723,559019
30,473800,497888
31,473800,497888
32,473800,497888
33,473800,497888
34,473800,497888
35,397395,401843
36,397395,401843
37,397395,401843
38,397395,401843
39,397395,401843
40,322872,317757
41,322872,317757
42,322872,317757
43,322872,317757
44,322872,317757
45,276692,269631
46,276692,269631
47,276692,269631
48,276692,269631
49,276692,269631
50,224380,215567
51,224380,215567
52,224380,215567
53,224380,215567
54,224380,215567
55,173142,168515
56,173142,168515
57,173142,168515
58,173142,168515
59,173142,168515
60,125910,126223
61,125910,126223
62,125910,126223
63,125910,126223
64,125910,126223
65,83133,86288
66,83133,86288
67,83133,86288
68,83133,86288
69,83133,86288
70,51782,56909
71,51782,56909
72,51782,56909
73,51782,56909
74,51782,56909
75,24850,29782
76,24850,29782
77,24850,29782
78,24850,29782
79,24850,29782
80,9858,13490
81,9858,13490
82,9858,13490
83,9858,13490
84,9858,13490
85,3014,4703
86,3014,4703
87,3014,4703
88,3014,4703
89,3014,4703
90,653,1233
91,653,1233
92,653,1233
93,653,1233
94,653,1233
95,82,191
96,82,191
97,82,191
98,82,191
99,82,191
100,29,99
