age,male,female
0,379521,361842
1,379521,361842
2,379521,361842
3,379521,361842
4,379521,361842
5,437144,417423
6,437144,417423
7,437144,417423
8,437144,417423
9,437144,417423
10,442163,420227
11,442163,420227
12,442163,420227
13,442163,420227
14,442163,420227
15,436057,421597
16,436057,421597
17,436057,421597
18,436057,421597
19,436057,421597
20,424247,417698
21,424247,417698
22,424247,417698
23,424247,417698
24,424247,417698
25,442712,425063
26,442712,425063
27,442712,425063
28,442712,425063
29,442712,425063
30,390704,367205
31,390704,367205
32,390704,367205
33,390704,367205
34,390704,367205
35,300068,283702
36,300068,283702
37,300068,283702
38,300068,283702
39,300068,283702
40,317119,307609
41,317119,307609
42,317119,307609
43,317119,307609
44,317119,307609
45,330365,327617
46,330365,327617
47,330365,327617
48,330365,327617
49,330365,327617
50,310447,322532
51,310447,322532
52,310447,322532
53,310447,322532
54,310447,322532
55,264288,286690
56,264288,286690
57,264288,286690
58,264288,286690
59,264288,286690
60,171335,199995
61,171335,199995
62,171335,199995
63,171335,199995
64,171335,199995
65,212323,267354
66,212323,267354
67,212323,267354
68,212323,267354
69,212323,267354
70,169774,239749
71,169774,239749
72,169774,239749
73,169774,239749
74,169774,239749
75,115233,191621
76,115233,191621
77,115233,191621
78,115233,191621
79,115233,191621
80,53338,122754
81,53338,122754
82,53338,122754
83,53338,122754
84,53338,122754
85,20097,59392
86,20097,59392
87,20097,59392
88,20097,59392
89,20097,59392
90,5360,19141
91,5360,19141
92,5360,19141
93,5360,19141
94,5360,19141
95,779,3308
96,779,3308
97,779,3308
98,779,3308
99,779,3308
100,293,1385
