age,male,female
0,570356,540435
1,570356,540435
2,570356,540435
3,570356,540435
4,570356,540435
5,535035,508976
6,535035,508976
7,535035,508976
8,535035,508976
9,535035,508976
10,445612,428653
11,445612,428653
12,445612,428653
13,445612,428653
14,445612,428653
15,589435,568175
16,589435,568175
17,589435,568175
18,589435,568175
19,589435,568175
20,602605,582881
21,602605,582881
22,602605,582881
23,602605,582881
24,602605,582881
25,472737,466973
26,472737,466973
27,472737,466973
28,472737,466973
29,472737,466973
30,441581,508509
31,441581,508509
32,441581,508509
33,441581,508509
34,441581,508509
35,392549,560379
36,392549,560379
37,392549,560379
38,392549,560379
39,392549,560379
40,271045,385986
41,271045,385986
42,271045,385986
43,271045,385986
44,271045,385986
45,441461,603316
46,441461,603316
47,441461,603316
48,441461,603316
49,441461,603316
50,481776,601631
51,481776,601631
52,481776,601631
53,481776,601631
54,481776,601631
55,458015,544071
56,458015,544071
57,458015,544071
58,458015,544071
59,458015,544071
60,338498,472578
61,338498,472578
62,338498,472578
63,338498,472578
64,338498,472578
65,252713,380058
66,252713,380058
67,252713,380058
68,252713,380058
69,252713,380058
70,196234,285362
71,196234,285362
72,196234,285362
73,196234,285362
74,196234,285362
75,127907,180521
76,127907,180521
77,127907,180521
78,127907,180521
79,127907,180521
80,65404,91411
81,65404,91411
82,65404,91411
83,65404,91411
84,65404,91411
85,18926,27595
86,18926,27595
87,18926,27595
88,18926,27595
89,18926,27595
90,2935,5252
91,2935,5252
92,2935,5252
93,2935,5252
94,2935,5252
95,220,507
96,220,507
97,220,507
98,220,507
99,220,507
100,37,104
