age,male,female
0,430565,410636
1,430565,410636
2,430565,410636
3,430565,410636
4,430565,410636
5,431413,412518
6,431413,412518
7,431413,412518
8,431413,412518
9,431413,412518
10,437635,419707
11,437635,419707
12,437635,419707
13,437635,419707
14,437635,419707
15,429364,414663
16,429364,414663
17,429364,414663
18,429364,414663
19,429364,414663
20,434986,419640
21,434986,419640
22,434986,419640
23,434986,419640
24,434986,419640
25,418111,389580
26,418111,389580
27,418111,389580
28,418111,389580
29,418111,389580
30,309897,284070
31,309897,284070
32,309897,284070
33,309897,284070
34,309897,284070
35,320956,303849
36,320956,303849
37,320956,303849
38,320956,303849
39,320956,303849
40,340347,329896
41,340347,329896
42,340347,329896
43,340347,329896
44,340347,329896
45,328039,328519
46,328039,328519
47,328039,328519
48,328039,328519
49,328039,328519
50,304785,318309
51,304785,318309
52,304785,318309
53,304785,318309
54,304785,318309
55,171733,187392
56,171733,187392
57,171733,187392
58,171733,187392
59,171733,187392
60,243757,282038
61,243757,282038
62,243757,282038
63,243757,282038
64,243757,282038
65,211759,265084
66,211759,265084
67,211759,265084
68,211759,265084
69,211759,265084
70,164901,233292
71,164901,233292
72,164901,233292
73,164901,233292
74,164901,233292
75,95217,174879
76,95217,174879
77,95217,174879
78,95217,174879
79,95217,174879
80,46166,110314
81,46166,110314
82,46166,110314
83,46166,110314
84,46166,110314
85,19128,53343
86,19128,53343
87,19128,53343
88,19128,53343
89,19128,53343
90,4855,16032
91,4855,16032
92,4855,16032
93,4855,16032
94,4855,16032
95,679,2636
96,679,2636
97,679,2636
98,679,2636
99,679,2636
100,223,1046
