age,male,female
0,402756,381038
1,402756,381038
2,402756,381038
3,402756,381038
4,402756,381038
5,465990,441561
6,465990,441561
7,465990,441561
8,465990,441561
9,465990,441561
10,474938,452233
11,474938,452233
12,474938,452233
13,474938,452233
14,474938,452233
15,424523,403705
16,424523,403705
17,424523,403705
18,424523,403705
19,424523,403705
20,396161,382042
21,396161,382042
22,396161,382042
23,396161,382042
24,396161,382042
25,425287,415802
26,425287,415802
27,425287,415802
28,425287,415802
29,425287,415802
30,350744,346019
31,350744,346019
32,350744,346019
33,350744,346019
34,350744,346019
35,333303,320608
36,333303,320608
37,333303,320608
38,333303,320608
39,333303,320608
40,317426,312473
41,317426,312473
42,317426,312473
43,317426,312473
44,317426,312473
45,328617,331760
46,328617,331760
47,328617,331760
48,328617,331760
49,328617,331760
50,346333,360736
51,346333,360736
52,346333,360736
53,346333,360736
54,346333,360736
55,290825,316037
56,290825,316037
57,290825,316037
58,290825,316037
59,290825,316037
60,298755,337385
61,298755,337385
62,298755,337385
63,298755,337385
64,298755,337385
65,255444,316051
66,255444,316051
67,255444,316051
68,255444,316051
69,255444,316051
70,182613,265935
71,182613,265935
72,182613,265935
73,182613,265935
74,182613,265935
75,100849,191266
76,100849,191266
77,100849,191266
78,100849,191266
79,100849,191266
80,50802,117732
81,50802,117732
82,50802,117732
83,50802,117732
84,50802,117732
85,20280,58253
86,20280,58253
87,20280,58253
88,20280,58253
89,20280,58253
90,5172,18240
91,5172,18240
92,5172,18240
93,5172,18240
94,5172,18240
95,725,3251
96,725,3251
97,725,3251
98,725,3251
99,725,3251
100,263,1515
