age,male,female
0,366216,347276
1,366216,347276
2,366216,347276
3,366216,347276
4,366216,347276
5,364825,345509
6,364825,345509
7,364825,345509
8,364825,345509
9,364825,345509
10,382742,361940
11,382742,361940
12,382742,361940
13,382742,361940
14,382742,361940
15,430640,399383
16,430640,399383
17,430640,399383
18,430640,399383
19,430640,399383
20,477368,443444
21,477368,443444
22,477368,443444
23,477368,443444
24,477368,443444
25,547026,512243
26,547026,512243
27,547026,512243
28,547026,512243
29,547026,512243
30,524425,503879
31,524425,503879
32,524425,503879
33,524425,503879
34,524425,503879
35,494405,483917
36,494405,483917
37,494405,483917
38,494405,483917
39,494405,483917
40,516909,507463
41,516909,507463
42,516909,507463
43,516909,507463
44,516909,507463
45,674450,657545
46,674450,657545
47,674450,657545
48,674450,657545
49,674450,657545
50,699110,686322
51,699110,686322
52,699110,686322
53,699110,686322
54,699110,686322
55,595544,598529
56,595544,598529
57,595544,598529
58,595544,598529
59,595544,598529
60,504863,533524
61,504863,533524
62,504863,533524
63,504863,533524
64,504863,533524
65,404821,436348
66,404821,436348
67,404821,436348
68,404821,436348
69,404821,436348
70,394377,449395
71,394377,449395
72,394377,449395
73,394377,449395
74,394377,449395
75,371294,466393
76,371294,466393
77,371294,466393
78,371294,466393
79,371294,466393
80,199586,295382
81,199586,295382
82,199586,295382
83,199586,295382
84,199586,295382
85,100052,197216
86,100052,197216
87,100052,197216
88,100052,197216
89,100052,197216
90,27692,90912
91,27692,90912
92,27692,90912
93,27692,90912
94,27692,90912
95,3640,16192
96,3640,16192
97,3640,16192
98,3640,16192
99,3640,16192
100,1919,11655
