age,male,female
0,425955,393901
1,425955,393901
2,425955,393901
3,425955,393901
4,425955,393901
5,491147,453250
6,491147,453250
7,491147,453250
8,491147,453250
9,491147,453250
10,460643,426534
11,460643,426534
12,460643,426534
13,460643,426534
14,460643,426534
15,471140,435980
16,471140,435980
17,471140,435980
18,471140,435980
19,471140,435980
20,387186,367877
21,387186,367877
22,387186,367877
23,387186,367877
24,387186,367877
25,288589,270997
26,288589,270997
27,288589,270997
28,288589,270997
29,288589,270997
30,247041,229185
31,247041,229185
32,247041,229185
33,247041,229185
34,247041,229185
35,239161,226935
36,239161,226935
37,239161,226935
38,239161,226935
39,239161,226935
40,211202,204271
41,211202,204271
42,211202,204271
43,211202,204271
44,211202,204271
45,152810,167488
46,152810,167488
47,152810,167488
48,152810,167488
49,152810,167488
50,120138,135502
51,120138,135502
52,120138,135502
53,120138,135502
54,120138,135502
55,100873,110059
56,100873,110059
57,100873,110059
58,100873,110059
59,100873,110059
60,72891,87677
61,72891,87677
62,72891,87677
63,72891,87677
64,72891,87677
65,49869,67915
66,49869,67915
67,49869,67915
68,49869,67915
69,49869,67915
70,30404,47711
71,30404,47711
72,30404,47711
73,30404,47711
74,30404,47711
75,16078,30674
76,16078,30674
77,16078,30674
78,16078,30674
79,16078,30674
80,6980,16901
81,6980,16901
82,6980,16901
83,6980,16901
84,6980,16901
85,2013,6820
86,2013,6820
87,2013,6820
88,2013,6820
89,2013,6820
90,284,1988
91,284,1988
92,284,1988
93,284,1988
94,284,1988
95,18,278
96,18,278
97,18,278
98,18,278
99,18,278
100,1,81
