age,male,female
0,1391646,1366260
1,1391646,1366260
2,1391646,1366260
3,1391646,1366260
4,1391646,1366260
5,1168863,1156925
6,1168863,1156925
7,1168863,1156925
8,1168863,1156925
9,1168863,1156925
10,981453,974801
11,981453,974801
12,981453,974801
13,981453,974801
14,981453,974801
15,783349,762820
16,783349,762820
17,783349,762820
18,783349,762820
19,783349,762820
20,672403,643886
21,672403,643886
22,672403,643886
23,672403,643886
24,672403,643886
25,567411,576405
26,567411,576405
27,567411,576405
28,567411,576405
29,567411,576405
30,501921,532808
31,501921,532808
32,501921,532808
33,501921,532808
34,501921,532808
35,436955,454474
36,436955,454474
37,436955,454474
38,436955,454474
39,436955,454474
40,354981,356088
41,354981,356088
42,354981,356088
43,354981,356088
44,354981,356088
45,293605,290333
46,293605,290333
47,293605,290333
48,293605,290333
49,293605,290333
50,246061,241506
51,246061,241506
52,246061,241506
53,246061,241506
54,246061,241506
55,190750,186638
56,190750,186638
57,190750,186638
58,190750,186638
59,190750,186638
60,141229,142519
61,141229,142519
62,141229,142519
63,141229,142519
64,141229,142519
65,94311,98817
66,94311,98817
67,94311,98817
68,94311,98817
69,94311,98817
70,57819,63663
71,57819,63663
72,57819,63663
73,57819,63663
74,57819,63663
75,29994,35538
76,29994,35538
77,29994,35538
78,29994,35538
79,29994,35538
80,11216,14981
81,11216,14981
82,11216,14981
83,11216,14981
84,11216,14981
85,3272,5086
86,3272,5086
87,3272,5086
88,3272,5086
89,3272,5086
90,627,1167
91,627,1167
92,627,1167
93,627,1167
94,627,1167
95,72,173
96,72,173
97,72,173
98,72,173
99,72,173
100,24,75
