age,male,female
0,511010,477418
1,511010,477418
2,511010,477418
3,511010,477418
4,511010,477418
5,445668,417369
6,445668,417369
7,445668,417369
8,445668,417369
9,445668,417369
10,322226,305110
11,322226,305110
12,322226,305110
13,322226,305110
14,322226,305110
15,275067,249659
16,275067,249659
17,275067,249659
18,275067,249659
19,275067,249659
20,260103,240995
21,260103,240995
22,260103,240995
23,260103,240995
24,260103,240995
25,239200,222291
26,239200,222291
27,239200,222291
28,239200,222291
29,239200,222291
30,173826,187391
31,173826,187391
32,173826,187391
33,173826,187391
34,173826,187391
35,140283,158002
36,140283,158002
37,140283,158002
38,140283,158002
39,140283,158002
40,134802,134661
41,134802,134661
42,134802,134661
43,134802,134661
44,134802,134661
45,109098,108689
46,109098,108689
47,109098,108689
48,109098,108689
49,109098,108689
50,93861,95672
51,93861,95672
52,93861,95672
53,93861,95672
54,93861,95672
55,73666,77832
56,73666,77832
57,73666,77832
58,73666,77832
59,73666,77832
60,48436,59163
61,48436,59163
62,48436,59163
63,48436,59163
64,48436,59163
65,36042,48791
66,36042,48791
67,36042,48791
68,36042,48791
69,36042,48791
70,22358,34946
71,22358,34946
72,22358,34946
73,22358,34946
74,22358,34946
75,11841,20528
76,11841,20528
77,11841,20528
78,11841,20528
79,11841,20528
80,3550,6836
81,3550,6836
82,3550,6836
83,3550,6836
84,3550,6836
85,663,1736
86,663,1736
87,663,1736
88,663,1736
89,663,1736
90,48,134
91,48,134
92,48,134
93,48,134
94,48,134
95,6,12
96,6,12
97,6,12
98,6,12
99,6,12
100,5,4
