age,male,female
0,682096,688959
1,682096,688959
2,682096,688959
3,682096,688959
4,682096,688959
5,526406,527749
6,526406,527749
7,526406,527749
8,526406,527749
9,526406,527749
10,485528,469549
11,485528,469549
12,485528,469549
13,485528,469549
14,485528,469549
15,423994,411005
16,423994,411005
17,423994,411005
18,423994,411005
19,423994,411005
20,364221,356509
21,364221,356509
22,364221,356509
23,364221,356509
24,364221,356509
25,312614,309392
26,312614,309392
27,312614,309392
28,312614,309392
29,312614,309392
30,269472,267946
31,269472,267946
32,269472,267946
33,269472,267946
34,269472,267946
35,228332,229137
36,228332,229137
37,228332,229137
38,228332,229137
39,228332,229137
40,187128,191444
41,187128,191444
42,187128,191444
43,187128,191444
44,187128,191444
45,155319,162962
46,155319,162962
47,155319,162962
48,155319,162962
49,155319,162962
50,127233,138470
51,127233,138470
52,127233,138470
53,127233,138470
54,127233,138470
55,109083,121693
56,109083,121693
57,109083,121693
58,109083,121693
59,109083,121693
60,83038,97146
61,83038,97146
62,83038,97146
63,83038,97146
64,83038,97146
65,56049,69787
66,56049,69787
67,56049,69787
68,56049,69787
69,56049,69787
70,32864,44079
71,32864,44079
72,32864,44079
73,32864,44079
74,32864,44079
75,15622,23464
76,15622,23464
77,15622,23464
78,15622,23464
79,15622,23464
80,5454,9346
81,5454,9346
82,5454,9346
83,5454,9346
84,5454,9346
85,1118,2528
86,1118,2528
87,1118,2528
88,1118,2528
89,1118,2528
90,96,278
91,96,278
92,96,278
93,96,278
94,96,278
95,4,12
96,4,12
97,4,12
98,4,12
99,4,12
100,0,1
