age,male,female
0,13543768,12399137
1,13543768,12399137
2,13543768,12399137
3,13543768,12399137
4,13543768,12399137
5,12735207,11729895
6,12735207,11729895
7,12735207,11729895
8,12735207,11729895
9,12735207,11729895
10,11928401,10962778
11,11928401,10962778
12,11928401,10962778
13,11928401,10962778
14,11928401,10962778
15,10620031,9756011
16,10620031,9756011
17,10620031,9756011
18,10620031,9756011
19,10620031,9756011
20,9414016,8692443
21,9414016,8692443
22,9414016,8692443
23,9414016,8692443
24,9414016,8692443
25,8299746,7689307
26,8299746,7689307
27,8299746,7689307
28,8299746,7689307
29,8299746,7689307
30,7414726,6842699
31,7414726,6842699
32,7414726,6842699
33,7414726,6842699
34,7414726,6842699
35,6608675,6053569
36,6608675,6053569
37,6608675,6053569
38,6608675,6053569
39,6608675,6053569
40,5745125,5249779
41,5745125,5249779
42,5745125,5249779
43,5745125,5249779
44,5745125,5249779
45,4514866,4177420
46,4514866,4177420
47,4514866,4177420
48,4514866,4177420
49,4514866,4177420
50,3359581,3259216
51,3359581,3259216
52,3359581,3259216
53,3359581,3259216
54,3359581,3259216
55,2814407,2817454
56,2814407,2817454
57,2814407,2817454
58,2814407,2817454
59,2814407,2817454
60,2300375,2371542
61,2300375,2371542
62,2300375,2371542
63,2300375,2371542
64,2300375,2371542
65,1727057,1798711
66,1727057,1798711
67,1727057,1798711
68,1727057,1798711
69,1727057,1798711
70,1160017,1251791
71,1160017,1251791
72,1160017,1251791
73,1160017,1251791
74,1160017,1251791
75,670323,792726
76,670323,792726
77,670323,792726
78,670323,792726
79,670323,792726
80,314072,423801
81,314072,423801
82,314072,423801
83,314072,423801
84,314072,423801
85,114541,178683
86,114541,178683
87,114541,178683
88,114541,178683
89,114541,178683
90,28635,50694
91,28635,50694
92,28635,50694
93,28635,50694
94,28635,50694
95,4644,9327
96,4644,9327
97,4644,9327
98,4644,9327
99,4644,9327
100,2376,5382
