age,male,female
0,404882,384403
1,404882,384403
2,404882,384403
3,404882,384403
4,404882,384403
5,428872,408880
6,428872,408880
7,428872,408880
8,428872,408880
9,428872,408880
10,401219,381747
11,401219,381747
12,401219,381747
13,401219,381747
14,401219,381747
15,382520,362382
16,382520,362382
17,382520,362382
18,382520,362382
19,382520,362382
20,432746,409692
21,432746,409692
22,432746,409692
23,432746,409692
24,432746,409692
25,456029,445976
26,456029,445976
27,456029,445976
28,456029,445976
29,456029,445976
30,445323,450321
31,445323,450321
32,445323,450321
33,445323,450321
34,445323,450321
35,440059,447758
36,440059,447758
37,440059,447758
38,440059,447758
39,440059,447758
40,411210,412970
41,411210,412970
42,411210,412970
43,411210,412970
44,411210,412970
45,444977,466511
46,444977,466511
47,444977,466511
48,444977,466511
49,444977,466511
50,433628,468414
51,433628,468414
52,433628,468414
53,433628,468414
54,433628,468414
55,408887,433974
56,408887,433974
57,408887,433974
58,408887,433974
59,408887,433974
60,361192,388691
61,361192,388691
62,361192,388691
63,361192,388691
64,361192,388691
65,328366,354776
66,328366,354776
67,328366,354776
68,328366,354776
69,328366,354776
70,307767,338416
71,307767,338416
72,307767,338416
73,307767,338416
74,307767,338416
75,207363,243061
76,207363,243061
77,207363,243061
78,207363,243061
79,207363,243061
80,147263,187215
81,147263,187215
82,147263,187215
83,147263,187215
84,147263,187215
85,81033,123960
86,81033,123960
87,81033,123960
88,81033,123960
89,81033,123960
90,30251,60756
91,30251,60756
92,30251,60756
93,30251,60756
94,30251,60756
95,6013,18323
96,6013,18323
97,6013,18323
98,6013,18323
99,6013,18323
100,2270,11071
