age,male,female
0,55762103,53243652
1,55762103,53243652
2,55762103,53243652
3,55762103,53243652
4,55762103,53243652
5,53693646,51312312
6,53693646,51312312
7,53693646,51312312
8,53693646,51312312
9,53693646,51312312
10,49730463,47601896
11,49730463,47601896
12,49730463,47601896
13,49730463,47601896
14,49730463,47601896
15,42717284,40989913
16,42717284,40989913
17,42717284,40989913
18,42717284,40989913
19,42717284,40989913
20,39492759,38219897
21,39492759,38219897
22,39492759,38219897
23,39492759,38219897
24,39492759,38219897
25,33914562,32985923
26,33914562,32985923
27,33914562,32985923
28,33914562,32985923
29,33914562,32985923
30,26892025,26063205
31,26892025,26063205
32,26892025,26063205
33,26892025,26063205
34,26892025,26063205
35,23834305,23194448
36,23834305,23194448
37,23834305,23194448
38,23834305,23194448
39,23834305,23194448
40,22135312,21694780
41,22135312,21694780
42,22135312,21694780
43,22135312,21694780
44,22135312,21694780
45,19819576,19707730
46,19819576,19707730
47,19819576,19707730
48,19819576,19707730
49,19819576,19707730
50,17112571,17815594
51,17112571,17815594
52,17112571,17815594
53,17112571,17815594
54,17112571,17815594
55,13591716,14928840
56,13591716,14928840
57,13591716,14928840
58,13591716,14928840
59,13591716,14928840
60,10696147,12256383
61,10696147,12256383
62,10696147,12256383
63,10696147,12256383
64,10696147,12256383
65,8738243,10821050
66,8738243,10821050
67,8738243,10821050
68,8738243,10821050
69,8738243,10821050
70,5989628,8121255
71,5989628,8121255
72,5989628,8121255
73,5989628,8121255
74,5989628,8121255
75,3455209,5307331
76,3455209,5307331
77,3455209,5307331
78,3455209,5307331
79,3455209,5307331
80,1562808,2794493
81,1562808,2794493
82,1562808,2794493
83,1562808,2794493
84,1562808,2794493
85,545333,1131133
86,545333,1131133
87,545333,1131133
88,545333,1131133
89,545333,1131133
90,136607,326020
91,136607,326020
92,136607,326020
93,136607,326020
94,136607,326020
95,20337,55476
96,20337,55476
97,20337,55476
98,20337,55476
99,20337,55476
100,9274,28386
