age,male,female
0,397198,379294
1,397198,379294
2,397198,379294
3,397198,379294
4,397198,379294
5,407070,388617
6,407070,388617
7,407070,388617
8,407070,388617
9,407070,388617
10,411497,391484
11,411497,391484
12,411497,391484
13,411497,391484
14,411497,391484
15,395244,377592
16,395244,377592
17,395244,377592
18,395244,377592
19,395244,377592
20,384193,377066
21,384193,377066
22,384193,377066
23,384193,377066
24,384193,377066
25,377102,386765
26,377102,386765
27,377102,386765
28,377102,386765
29,377102,386765
30,399065,407673
31,399065,407673
32,399065,407673
33,399065,407673
34,399065,407673
35,410675,408860
36,410675,408860
37,410675,408860
38,410675,408860
39,410675,408860
40,440064,449532
41,440064,449532
42,440064,449532
43,440064,449532
44,440064,449532
45,430983,447090
46,430983,447090
47,430983,447090
48,430983,447090
49,430983,447090
50,422612,439805
51,422612,439805
52,422612,439805
53,422612,439805
54,422612,439805
55,401606,427498
56,401606,427498
57,401606,427498
58,401606,427498
59,401606,427498
60,389022,421047
61,389022,421047
62,389022,421047
63,389022,421047
64,389022,421047
65,312550,346132
66,312550,346132
67,312550,346132
68,312550,346132
69,312550,346132
70,213969,251829
71,213969,251829
72,213969,251829
73,213969,251829
74,213969,251829
75,187165,250413
76,187165,250413
77,187165,250413
78,187165,250413
79,187165,250413
80,143579,229264
81,143579,229264
82,143579,229264
83,143579,229264
84,143579,229264
85,79564,163545
86,79564,163545
87,79564,163545
88,79564,163545
89,79564,163545
90,29107,79193
91,29107,79193
92,29107,79193
93,29107,79193
94,29107,79193
95,3569,15011
96,3569,15011
97,3569,15011
98,3569,15011
99,3569,15011
100,2784,17203
