age,male,female
0,8737363,7466188
1,8737363,7466188
2,8737363,7466188
3,8737363,7466188
4,8737363,7466188
5,9242624,8012439
6,9242624,8012439
7,9242624,8012439
8,9242624,8012439
9,9242624,8012439
10,11476031,10239069
11,11476031,10239069
12,11476031,10239069
13,11476031,10239069
14,11476031,10239069
15,12562034,11550716
16,12562034,11550716
17,12562034,11550716
18,12562034,11550716
19,12562034,11550716
20,10656473,10010720
21,10656473,10010720
22,10656473,10010720
23,10656473,10010720
24,10656473,10010720
25,10026668,9518042
26,10026668,9518042
27,10026668,9518042
28,10026668,9518042
29,10026668,9518042
30,12819922,12282500
31,12819922,12282500
32,12819922,12282500
33,12819922,12282500
34,12819922,12282500
35,12480658,12053934
36,12480658,12053934
37,12480658,12053934
38,12480658,12053934
39,12480658,12053934
40,9390745,9132650
41,9390745,9132650
42,9390745,9132650
43,9390745,9132650
44,9390745,9132650
45,8770101,8632389
46,8770101,8632389
47,8770101,8632389
48,8770101,8632389
49,8770101,8632389
50,7948012,7984074
51,7948012,7984074
52,7948012,7984074
53,7948012,7984074
54,7948012,7984074
55,5523624,5381097
56,5523624,5381097
57,5523624,5381097
58,5523624,5381097
59,5523624,5381097
60,4240131,4132504
61,4240131,4132504
62,4240131,4132504
63,4240131,4132504
64,4240131,4132504
65,3624869,3674904
66,3624869,3674904
67,3624869,3674904
68,3624869,3674904
69,3624869,3674904
70,2710327,2997970
71,2710327,2997970
72,2710327,2997970
73,2710327,2997970
74,2710327,2997970
75,1699177,2121762
76,1699177,2121762
77,1699177,2121762
78,1699177,2121762
79,1699177,2121762
80,865432,1308312
81,865432,1308312
82,865432,1308312
83,865432,1308312
84,865432,1308312
85,292263,595688
86,292263,595688
87,292263,595688
88,292263,595688
89,292263,595688
90,55620,173716
91,55620,173716
92,55620,173716
93,55620,173716
94,55620,173716
95,3334,24536
96,3334,24536
97,3334,24536
98,3334,24536
99,3334,24536
100,58,7159
