age,male,female
0,1026028,970848
1,1026028,970848
2,1026028,970848
3,1026028,970848
4,1026028,970848
5,987189,940322
6,987189,940322
7,987189,940322
8,987189,940322
9,987189,940322
10,815152,776112
11,815152,776112
12,815152,776112
13,815152,776112
14,815152,776112
15,811646,769661
16,811646,769661
17,811646,769661
18,811646,769661
19,811646,769661
20,851775,829023
21,851775,829023
22,851775,829023
23,851775,829023
24,851775,829023
25,1117577,1091086
26,1117577,1091086
27,1117577,1091086
28,1117577,1091086
29,1117577,1091086
30,985015,955775
31,985015,955775
32,985015,955775
33,985015,955775
34,985015,955775
35,916181,899515
36,916181,899515
37,916181,899515
38,916181,899515
39,916181,899515
40,852788,843551
41,852788,843551
42,852788,843551
43,852788,843551
44,852788,843551
45,779010,779120
46,779010,779120
47,779010,779120
48,779010,779120
49,779010,779120
50,634257,691851
51,634257,691851
52,634257,691851
53,634257,691851
54,634257,691851
55,428795,565210
56,428795,565210
57,428795,565210
58,428795,565210
59,428795,565210
60,384474,480803
61,384474,480803
62,384474,480803
63,384474,480803
64,384474,480803
65,331018,418872
66,331018,418872
67,331018,418872
68,331018,418872
69,331018,418872
70,236244,302887
71,236244,302887
72,236244,302887
73,236244,302887
74,236244,302887
75,153873,217439
76,153873,217439
77,153873,217439
78,153873,217439
79,153873,217439
80,69528,114596
81,69528,114596
82,69528,114596
83,69528,114596
84,69528,114596
85,22012,44768
86,22012,44768
87,22012,44768
88,22012,44768
89,22012,44768
90,5092,12671
91,5092,12671
92,5092,12671
93,5092,12671
94,5092,12671
95,739,2152
96,739,2152
97,739,2152
98,739,2152
99,739,2152
100,216,779
