age,male,female
0,1390618,1335066
1,1390618,1335066
2,1390618,1335066
3,1390618,1335066
4,1390618,1335066
5,1462513,1404709
6,1462513,1404709
7,1462513,1404709
8,1462513,1404709
9,1462513,1404709
10,1480965,1423550
11,1480965,1423550
12,1480965,1423550
13,1480965,1423550
14,1480965,1423550
15,1555268,1500108
16,1555268,1500108
17,1555268,1500108
18,1555268,1500108
19,1555268,1500108
20,1653790,1613462
21,1653790,1613462
22,1653790,1613462
23,1653790,1613462
24,1653790,1613462
25,1641484,1622197
26,1641484,1622197
27,1641484,1622197
28,1641484,1622197
29,1641484,1622197
30,1638515,1638284
31,1638515,1638284
32,1638515,1638284
33,1638515,1638284
34,1638515,1638284
35,1681470,1702651
36,1681470,1702651
37,1681470,1702651
38,1681470,1702651
39,1681470,1702651
40,1587367,1633239
41,1587367,1633239
42,1587367,1633239
43,1587367,1633239
44,1587367,1633239
45,1393612,1454404
46,1393612,1454404
47,1393612,1454404
48,1393612,1454404
49,1393612,1454404
50,1230403,1304710
51,1230403,1304710
52,1230403,1304710
53,1230403,1304710
54,1230403,1304710
55,1132783,1225838
56,1132783,1225838
57,1132783,1225838
58,1132783,1225838
59,1132783,1225838
60,966409,1075833
61,966409,1075833
62,966409,1075833
63,966409,1075833
64,966409,1075833
65,742088,865601
66,742088,865601
67,742088,865601
68,742088,865601
69,742088,865601
70,524333,652400
71,524333,652400
72,524333,652400
73,524333,652400
74,524333,652400
75,325816,428725
76,325816,428725
77,325816,428725
78,325816,428725
79,325816,428725
80,187907,272445
81,187907,272445
82,187907,272445
83,187907,272445
84,187907,272445
85,81927,139248
86,81927,139248
87,81927,139248
88,81927,139248
89,81927,139248
90,26511,48781
91,26511,48781
92,26511,48781
93,26511,48781
94,26511,48781
95,5379,9327
96,5379,9327
97,5379,9327
98,5379,9327
99,5379,9327
100,3128,4595
