age,male,female
0,1083446,1066915
1,1083446,1066915
2,1083446,1066915
3,1083446,1066915
4,1083446,1066915
5,836080,818568
6,836080,818568
7,836080,818568
8,836080,818568
9,836080,818568
10,713302,677637
11,713302,677637
12,713302,677637
13,713302,677637
14,713302,677637
15,610778,606256
16,610778,606256
17,610778,606256
18,610778,606256
19,610778,606256
20,536389,563685
21,536389,563685
22,536389,563685
23,536389,563685
24,536389,563685
25,475395,493984
26,475395,493984
27,475395,493984
28,475395,493984
29,475395,493984
30,395863,394496
31,395863,394496
32,395863,394496
33,395863,394496
34,395863,394496
35,328698,318867
36,328698,318867
37,328698,318867
38,328698,318867
39,328698,318867
40,285183,272104
41,285183,272104
42,285183,272104
43,285183,272104
44,285183,272104
45,233171,218067
46,233171,218067
47,233171,218067
48,233171,218067
49,233171,218067
50,185136,174788
51,185136,174788
52,185136,174788
53,185136,174788
54,185136,174788
55,138826,133338
56,138826,133338
57,138826,133338
58,138826,133338
59,138826,133338
60,98897,97234
61,98897,97234
62,98897,97234
63,98897,97234
64,98897,97234
65,67071,69109
66,67071,69109
67,67071,69109
68,67071,69109
69,67071,69109
70,37123,41552
71,37123,41552
72,37123,41552
73,37123,41552
74,37123,41552
75,19128,24064
76,19128,24064
77,19128,24064
78,19128,24064
79,19128,24064
80,8531,11899
81,8531,11899
82,8531,11899
83,8531,11899
84,8531,11899
85,3258,5213
86,3258,5213
87,3258,5213
88,3258,5213
89,3258,5213
90,873,1621
91,873,1621
92,873,1621
93,873,1621
94,873,1621
95,125,314
96,125,314
97,125,314
98,125,314
99,125,314
100,38,144
