age,male,female
0,416642,395478
1,416642,395478
2,416642,395478
3,416642,395478
4,416642,395478
5,395033,376296
6,395033,376296
7,395033,376296
8,395033,376296
9,395033,376296
10,435620,416165
11,435620,416165
12,435620,416165
13,435620,416165
14,435620,416165
15,352652,349172
16,352652,349172
17,352652,349172
18,352652,349172
19,352652,349172
20,329928,330947
21,329928,330947
22,329928,330947
23,329928,330947
24,329928,330947
25,330290,328818
26,330290,328818
27,330290,328818
28,330290,328818
29,330290,328818
30,345193,346638
31,345193,346638
32,345193,346638
33,345193,346638
34,345193,346638
35,381070,387046
36,381070,387046
37,381070,387046
38,381070,387046
39,381070,387046
40,326676,339666
41,326676,339666
42,326676,339666
43,326676,339666
44,326676,339666
45,363626,380820
46,363626,380820
47,363626,380820
48,363626,380820
49,363626,380820
50,350274,369359
51,350274,369359
52,350274,369359
53,350274,369359
54,350274,369359
55,310919,341367
56,310919,341367
57,310919,341367
58,310919,341367
59,310919,341367
60,232658,299174
61,232658,299174
62,232658,299174
63,232658,299174
64,232658,299174
65,182481,256064
66,182481,256064
67,182481,256064
68,182481,256064
69,182481,256064
70,135061,208565
71,135061,208565
72,135061,208565
73,135061,208565
74,135061,208565
75,88069,148447
76,88069,148447
77,88069,148447
78,88069,148447
79,88069,148447
80,46381,86087
81,46381,86087
82,46381,86087
83,46381,86087
84,46381,86087
85,15592,33470
86,15592,33470
87,15592,33470
88,15592,33470
89,15592,33470
90,3005,8778
91,3005,8778
92,3005,8778
93,3005,8778
94,3005,8778
95,310,1333
96,310,1333
97,310,1333
98,310,1333
99,310,1333
100,79,521
