age,male,female
0,752834,714370
1,752834,714370
2,752834,714370
3,752834,714370
4,752834,714370
5,882401,836671
6,882401,836671
7,882401,836671
8,882401,836671
9,882401,836671
10,1057009,994199
11,1057009,994199
12,1057009,994199
13,1057009,994199
14,1057009,994199
15,887855,839150
16,887855,839150
17,887855,839150
18,887855,839150
19,887855,839150
20,808004,767267
21,808004,767267
22,808004,767267
23,808004,767267
24,808004,767267
25,796078,759047
26,796078,759047
27,796078,759047
28,796078,759047
29,796078,759047
30,911313,880915
31,911313,880915
32,911313,880915
33,911313,880915
34,911313,880915
35,1113193,1094335
36,1113193,1094335
37,1113193,1094335
38,1113193,1094335
39,1113193,1094335
40,908715,895299
41,908715,895299
42,908715,895299
43,908715,895299
44,908715,895299
45,830180,831669
46,830180,831669
47,830180,831669
48,830180,831669
49,830180,831669
50,787585,801287
51,787585,801287
52,787585,801287
53,787585,801287
54,787585,801287
55,687565,719773
56,687565,719773
57,687565,719773
58,687565,719773
59,687565,719773
60,493452,614812
61,493452,614812
62,493452,614812
63,493452,614812
64,493452,614812
65,353313,484614
66,353313,484614
67,353313,484614
68,353313,484614
69,353313,484614
70,300260,414463
71,300260,414463
72,300260,414463
73,300260,414463
74,300260,414463
75,204508,301748
76,204508,301748
77,204508,301748
78,204508,301748
79,204508,301748
80,106223,175746
81,106223,175746
82,106223,175746
83,106223,175746
84,106223,175746
85,39283,77087
86,39283,77087
87,39283,77087
88,39283,77087
89,39283,77087
90,10801,25022
91,10801,25022
92,10801,25022
93,10801,25022
94,10801,25022
95,2196,5703
96,2196,5703
97,2196,5703
98,2196,5703
99,2196,5703
100,550,1869
