age,male,female
0,471847,446238
1,471847,446238
2,471847,446238
3,471847,446238
4,471847,446238
5,480210,446270
6,480210,446270
7,480210,446270
8,480210,446270
9,480210,446270
10,474991,442598
11,474991,442598
12,474991,442598
13,474991,442598
14,474991,442598
15,363888,341607
16,363888,341607
17,363888,341607
18,363888,341607
19,363888,341607
20,277870,261113
21,277870,261113
22,277870,261113
23,277870,261113
24,277870,261113
25,248004,224912
26,248004,224912
27,248004,224912
28,248004,224912
29,248004,224912
30,233597,225459
31,233597,225459
32,233597,225459
33,233597,225459
34,233597,225459
35,193052,194194
36,193052,194194
37,193052,194194
38,193052,194194
39,193052,194194
40,142427,160936
41,142427,160936
42,142427,160936
43,142427,160936
44,142427,160936
45,127325,134952
46,127325,134952
47,127325,134952
48,127325,134952
49,127325,134952
50,104538,107838
51,104538,107838
52,104538,107838
53,104538,107838
54,104538,107838
55,83632,91902
56,83632,91902
57,83632,91902
58,83632,91902
59,83632,91902
60,64703,76351
61,64703,76351
62,64703,76351
63,64703,76351
64,64703,76351
65,39898,54791
66,39898,54791
67,39898,54791
68,39898,54791
69,39898,54791
70,26425,42770
71,26425,42770
72,26425,42770
73,26425,42770
74,26425,42770
75,13517,25567
76,13517,25567
77,13517,25567
78,13517,25567
79,13517,25567
80,5662,13254
81,5662,13254
82,5662,13254
83,5662,13254
84,5662,13254
85,1210,3712
86,1210,3712
87,1210,3712
88,1210,3712
89,1210,3712
90,106,577
91,106,577
92,106,577
93,106,577
94,106,577
95,1,26
96,1,26
97,1,26
98,1,26
99,1,26
100,0,4
