age,male,female
0,1981481,1892356
1,1981481,1892356
2,1981481,1892356
3,1981481,1892356
4,1981481,1892356
5,2005793,1903592
6,2005793,1903592
7,2005793,1903592
8,2005793,1903592
9,2005793,1903592
10,2168434,2040499
11,2168434,2040499
12,2168434,2040499
13,2168434,2040499
14,2168434,2040499
15,2129544,1983102
16,2129544,1983102
17,2129544,1983102
18,2129544,1983102
19,2129544,1983102
20,2114645,1965418
21,2114645,1965418
22,2114645,1965418
23,2114645,1965418
24,2114645,1965418
25,1977941,1844838
26,1977941,1844838
27,1977941,1844838
28,1977941,1844838
29,1977941,1844838
30,2132976,2012288
31,2132976,2012288
32,2132976,2012288
33,2132976,2012288
34,2132976,2012288
35,2244386,2152130
36,2244386,2152130
37,2244386,2152130
38,2244386,2152130
39,2244386,2152130
40,2340631,2282373
41,2340631,2282373
42,2340631,2282373
43,2340631,2282373
44,2340631,2282373
45,2125110,2140395
46,2125110,2140395
47,2125110,2140395
48,2125110,2140395
49,2125110,2140395
50,1835662,1876343
51,1835662,1876343
52,1835662,1876343
53,1835662,1876343
54,1835662,1876343
55,1487172,1539255
56,1487172,1539255
57,1487172,1539255
58,1487172,1539255
59,1487172,1539255
60,1090700,1194744
61,1090700,1194744
62,1090700,1194744
63,1090700,1194744
64,1090700,1194744
65,897618,1009065
66,897618,1009065
67,897618,1009065
68,897618,1009065
69,897618,1009065
70,769435,937319
71,769435,937319
72,769435,937319
73,769435,937319
74,769435,937319
75,602017,844681
76,602017,844681
77,602017,844681
78,602017,844681
79,602017,844681
80,392202,640270
81,392202,640270
82,392202,640270
83,392202,640270
84,392202,640270
85,182667,380165
86,182667,380165
87,182667,380165
88,182667,380165
89,182667,380165
90,60821,169902
91,60821,169902
92,60821,169902
93,60821,169902
94,60821,169902
95,12136,47880
96,12136,47880
97,12136,47880
98,12136,47880
99,12136,47880
100,6309,38100
