age,male,female
0,419726,403905
1,419726,403905
2,419726,403905
3,419726,403905
4,419726,403905
5,415682,400502
6,415682,400502
7,415682,400502
8,415682,400502
9,415682,400502
10,429253,413713
11,429253,413713
12,429253,413713
13,429253,413713
14,429253,413713
15,343913,328823
16,343913,328823
17,343913,328823
18,343913,328823
19,343913,328823
20,291592,272632
21,291592,272632
22,291592,272632
23,291592,272632
24,291592,272632
25,325292,305423
26,325292,305423
27,325292,305423
28,325292,305423
29,325292,305423
30,342331,329299
31,342331,329299
32,342331,329299
33,342331,329299
34,342331,329299
35,333885,330399
36,333885,330399
37,333885,330399
38,333885,330399
39,333885,330399
40,268546,270222
41,268546,270222
42,268546,270222
43,268546,270222
44,268546,270222
45,233645,242262
46,233645,242262
47,233645,242262
48,233645,242262
49,233645,242262
50,287764,301395
51,287764,301395
52,287764,301395
53,287764,301395
54,287764,301395
55,272433,293433
56,272433,293433
57,272433,293433
58,272433,293433
59,272433,293433
60,232254,271460
61,232254,271460
62,232254,271460
63,232254,271460
64,232254,271460
65,156083,235711
66,156083,235711
67,156083,235711
68,156083,235711
69,156083,235711
70,114670,190498
71,114670,190498
72,114670,190498
73,114670,190498
74,114670,190498
75,78310,142716
76,78310,142716
77,78310,142716
78,78310,142716
79,78310,142716
80,41842,84537
81,41842,84537
82,41842,84537
83,41842,84537
84,41842,84537
85,16080,36750
86,16080,36750
87,16080,36750
88,16080,36750
89,16080,36750
90,3079,8794
91,3079,8794
92,3079,8794
93,3079,8794
94,3079,8794
95,322,1244
96,322,1244
97,322,1244
98,322,1244
99,322,1244
100,83,420
