age,male,female
0,371366,354033
1,371366,354033
2,371366,354033
3,371366,354033
4,371366,354033
5,435838,415802
6,435838,415802
7,435838,415802
8,435838,415802
9,435838,415802
10,438910,416444
11,438910,416444
12,438910,416444
13,438910,416444
14,438910,416444
15,439201,424955
16,439201,424955
17,439201,424955
18,439201,424955
19,439201,424955
20,424154,418359
21,424154,418359
22,424154,418359
23,424154,418359
24,424154,418359
25,436134,422261
26,436134,422261
27,436134,422261
28,436134,422261
29,436134,422261
30,415277,392665
31,415277,392665
32,415277,392665
33,415277,392665
34,415277,392665
35,302523,286184
36,302523,286184
37,302523,286184
38,302523,286184
39,302523,286184
40,312977,303289
41,312977,303289
42,312977,303289
43,312977,303289
44,312977,303289
45,328034,325151
46,328034,325151
47,328034,325151
48,328034,325151
49,328034,325151
50,312003,322292
51,312003,322292
52,312003,322292
53,312003,322292
54,312003,322292
55,285597,310885
56,285597,310885
57,285597,310885
58,285597,310885
59,285597,310885
60,156385,181213
61,156385,181213
62,156385,181213
63,156385,181213
64,156385,181213
65,211821,266907
66,211821,266907
67,211821,266907
68,211821,266907
69,211821,266907
70,171106,242051
71,171106,242051
72,171106,242051
73,171106,242051
74,171106,242051
75,118197,195596
76,118197,195596
77,118197,195596
78,118197,195596
79,118197,195596
80,56550,125619
81,56550,125619
82,56550,125619
83,56550,125619
84,56550,125619
85,20482,61509
86,20482,61509
87,20482,61509
88,20482,61509
89,20482,61509
90,5521,20172
91,5521,20172
92,5521,20172
93,5521,20172
94,5521,20172
95,821,3536
96,821,3536
97,821,3536
98,821,3536
99,821,3536
100,305,1493
