age,male,female
0,65947557,62764865
1,65947557,62764865
2,65947557,62764865
3,65947557,62764865
4,65947557,62764865
5,69621341,65788930
6,69621341,65788930
7,69621341,65788930
8,69621341,65788930
9,69621341,65788930
10,70939042,66600721
11,70939042,66600721
12,70939042,66600721
13,70939042,66600721
14,70939042,66600721
15,68016287,63803723
16,68016287,63803723
17,68016287,63803723
18,68016287,63803723
19,68016287,63803723
20,64273954,60536098
21,64273954,60536098
22,64273954,60536098
23,64273954,60536098
24,64273954,60536098
25,61996784,58469632
26,61996784,58469632
27,61996784,58469632
28,61996784,58469632
29,61996784,58469632
30,61558254,58315141
31,61558254,58315141
32,61558254,58315141
33,61558254,58315141
34,61558254,58315141
35,61312598,58680707
36,61312598,58680707
37,61312598,58680707
38,61312598,58680707
39,61312598,58680707
40,55197086,53589785
41,55197086,53589785
42,55197086,53589785
43,55197086,53589785
44,55197086,53589785
45,48660028,47901003
46,48660028,47901003
47,48660028,47901003
48,48660028,47901003
49,48660028,47901003
50,46291656,46423255
51,46291656,46423255
52,46291656,46423255
53,46291656,46423255
54,46291656,46423255
55,41997724,43099698
56,41997724,43099698
57,41997724,43099698
58,41997724,43099698
59,41997724,43099698
60,35518151,37642512
61,35518151,37642512
62,35518151,37642512
63,35518151,37642512
64,35518151,37642512
65,27821224,31034592
66,27821224,31034592
67,27821224,31034592
68,27821224,31034592
69,27821224,31034592
70,21546326,25678738
71,21546326,25678738
72,21546326,25678738
73,21546326,25678738
74,21546326,25678738
75,13912837,17720572
76,13912837,17720572
77,13912837,17720572
78,13912837,17720572
79,13912837,17720572
80,7607256,10761785
81,7607256,10761785
82,7607256,10761785
83,7607256,10761785
84,7607256,10761785
85,3792128,6442252
86,3792128,6442252
87,3792128,6442252
88,3792128,6442252
89,3792128,6442252
90,1263672,2713499
91,1263672,2713499
92,1263672,2713499
93,1263672,2713499
94,1263672,2713499
95,243887,711371
96,243887,711371
97,243887,711371
98,243887,711371
99,243887,711371
100,120270,509437
