age,male,female
0,599933,569823
1,599933,569823
2,599933,569823
3,599933,569823
4,599933,569823
5,539557,513106
6,539557,513106
7,539557,513106
8,539557,513106
9,539557,513106
10,492809,470337
11,492809,470337
12,492809,470337
13,492809,470337
14,492809,470337
15,488700,469133
16,488700,469133
17,488700,469133
18,488700,469133
19,488700,469133
20,640601,611316
21,640601,611316
22,640601,611316
23,640601,611316
24,640601,611316
25,520599,495573
26,520599,495573
27,520599,495573
28,520599,495573
29,520599,495573
30,484026,494568
31,484026,494568
32,484026,494568
33,484026,494568
34,484026,494568
35,401691,543706
36,401691,543706
37,401691,543706
38,401691,543706
39,401691,543706
40,304232,434206
41,304232,434206
42,304232,434206
43,304232,434206
44,304232,434206
45,385683,539598
46,385683,539598
47,385683,539598
48,385683,539598
49,385683,539598
50,460332,607718
51,460332,607718
52,460332,607718
53,460332,607718
54,460332,607718
55,466341,560163
56,466341,560163
57,466341,560163
58,466341,560163
59,466341,560163
60,373977,492747
61,373977,492747
62,373977,492747
63,373977,492747
64,373977,492747
65,260328,401814
66,260328,401814
67,260328,401814
68,260328,401814
69,260328,401814
70,197380,302129
71,197380,302129
72,197380,302129
73,197380,302129
74,197380,302129
75,130081,192403
76,130081,192403
77,130081,192403
78,130081,192403
79,130081,192403
80,67612,98662
81,67612,98662
82,67612,98662
83,67612,98662
84,67612,98662
85,21882,32323
86,21882,32323
87,21882,32323
88,21882,32323
89,21882,32323
90,3365,5852
91,3365,5852
92,3365,5852
93,3365,5852
94,3365,5852
95,275,605
96,275,605
97,275,605
98,275,605
99,275,605
100,46,133
