age,male,female
0,12611297,11710432
1,12611297,11710432
2,12611297,11710432
3,12611297,11710432
4,12611297,11710432
5,11056175,10181266
6,11056175,10181266
7,11056175,10181266
8,11056175,10181266
9,11056175,10181266
10,9782495,9063643
11,9782495,9063643
12,9782495,9063643
13,9782495,9063643
14,9782495,9063643
15,8686425,8089529
16,8686425,8089529
17,8686425,8089529
18,8686425,8089529
19,8686425,8089529
20,7764549,7194475
21,7764549,7194475
22,7764549,7194475
23,7764549,7194475
24,7764549,7194475
25,6976076,6391177
26,6976076,6391177
27,6976076,6391177
28,6976076,6391177
29,6976076,6391177
30,6159728,5589676
31,6159728,5589676
32,6159728,5589676
33,6159728,5589676
34,6159728,5589676
35,5069696,4598786
36,5069696,4598786
37,5069696,4598786
38,5069696,4598786
39,5069696,4598786
40,3774822,3551913
41,3774822,3551913
42,3774822,3551913
43,3774822,3551913
44,3774822,3551913
45,3258116,3122769
46,3258116,3122769
47,3258116,3122769
48,3258116,3122769
49,3258116,3122769
50,2878023,2811138
51,2878023,2811138
52,2878023,2811138
53,2878023,2811138
54,2878023,2811138
55,2415477,2338815
56,2415477,2338815
57,2415477,2338815
58,2415477,2338815
59,2415477,2338815
60,1913233,1842926
61,1913233,1842926
62,1913233,1842926
63,1913233,1842926
64,1913233,1842926
65,1387635,1389053
66,1387635,1389053
67,1387635,1389053
68,1387635,1389053
69,1387635,1389053
70,915918,980359
71,915918,980359
72,915918,980359
73,915918,980359
74,915918,980359
75,528796,612032
76,528796,612032
77,528796,612032
78,528796,612032
79,528796,612032
80,249532,307931
81,249532,307931
82,249532,307931
83,249532,307931
84,249532,307931
85,86832,114676
86,86832,114676
87,86832,114676
88,86832,114676
89,86832,114676
90,21875,32368
91,21875,32368
92,21875,32368
93,21875,32368
94,21875,32368
95,3106,4942
96,3106,4942
97,3106,4942
98,3106,4942
99,3106,4942
100,1550,2873
