age,male,female
0,9140878,7894332
1,9140878,7894332
2,9140878,7894332
3,9140878,7894332
4,9140878,7894332
5,10746577,9516551
6,10746577,9516551
7,10746577,9516551
8,10746577,9516551
9,10746577,9516551
10,13078942,11944167
11,13078942,11944167
12,13078942,11944167
13,13078942,11944167
14,13078942,11944167
15,10978109,10273282
16,10978109,10273282
17,10978109,10273282
18,10978109,10273282
19,10978109,10273282
20,9916332,9381369
21,9916332,9381369
22,9916332,9381369
23,9916332,9381369
24,9916332,9381369
25,12433632,11862469
26,12433632,11862469
27,12433632,11862469
28,12433632,11862469
29,12433632,11862469
30,12817179,12326491
31,12817179,12326491
32,12817179,12326491
33,12817179,12326491
34,12817179,12326491
35,10616953,10267843
36,10616953,10267843
37,10616953,10267843
38,10616953,10267843
39,10616953,10267843
40,8448073,8236734
41,8448073,8236734
42,8448073,8236734
43,8448073,8236734
44,8448073,8236734
45,8550673,8483111
46,8550673,8483111
47,8550673,8483111
48,8550673,8483111
49,8550673,8483111
50,6163327,5957804
51,6163327,5957804
52,6163327,5957804
53,6163327,5957804
54,6163327,5957804
55,4625243,4403648
56,4625243,4403648
57,4625243,4403648
58,4625243,4403648
59,4625243,4403648
60,4095865,3938142
61,4095865,3938142
62,4095865,3938142
63,4095865,3938142
64,4095865,3938142
65,3356618,3475333
66,3356618,3475333
67,3356618,3475333
68,3356618,3475333
69,3356618,3475333
70,2336161,2637052
71,2336161,2637052
72,2336161,2637052
73,2336161,2637052
74,2336161,2637052
75,1445247,1885241
76,1445247,1885241
77,1445247,1885241
78,1445247,1885241
79,1445247,1885241
80,680022,1099915
81,680022,1099915
82,680022,1099915
83,680022,1099915
84,680022,1099915
85,225156,482115
86,225156,482115
87,225156,482115
88,225156,482115
89,225156,482115
90,37528,135981
91,37528,135981
92,37528,135981
93,37528,135981
94,37528,135981
95,2254,18971
96,2254,18971
97,2254,18971
98,2254,18971
99,2254,18971
100,62,4518
