age,male,female
0,1750008,1690047
1,1750008,1690047
2,1750008,1690047
3,1750008,1690047
4,1750008,1690047
5,1808031,1754187
6,1808031,1754187
7,1808031,1754187
8,1808031,1754187
9,1808031,1754187
10,1828958,1784611
11,1828958,1784611
12,1828958,1784611
13,1828958,1784611
14,1828958,1784611
15,1679792,1654086
16,1679792,1654086
17,1679792,1654086
18,1679792,1654086
19,1679792,1654086
20,1489778,1480298
21,1489778,1480298
22,1489778,1480298
23,1489778,1480298
24,1489778,1480298
25,1363379,1364397
26,1363379,1364397
27,1363379,1364397
28,1363379,1364397
29,1363379,1364397
30,1291650,1299528
31,1291650,1299528
32,1291650,1299528
33,1291650,1299528
34,1291650,1299528
35,1124437,1137755
36,1124437,1137755
37,1124437,1137755
38,1124437,1137755
39,1124437,1137755
40,933875,953303
41,933875,953303
42,933875,953303
43,933875,953303
44,933875,953303
45,735760,754917
46,735760,754917
47,735760,754917
48,735760,754917
49,735760,754917
50,590024,591220
51,590024,591220
52,590024,591220
53,590024,591220
54,590024,591220
55,476104,504435
56,476104,504435
57,476104,504435
58,476104,504435
59,476104,504435
60,371723,437067
61,371723,437067
62,371723,437067
63,371723,437067
64,371723,437067
65,283962,351397
66,283962,351397
67,283962,351397
68,283962,351397
69,283962,351397
70,187019,238093
71,187019,238093
72,187019,238093
73,187019,238093
74,187019,238093
75,104368,140133
76,104368,140133
77,104368,140133
78,104368,140133
79,104368,140133
80,52470,74816
81,52470,74816
82,52470,74816
83,52470,74816
84,52470,74816
85,20056,29517
86,20056,29517
87,20056,29517
88,20056,29517
89,20056,29517
90,5233,8070
91,5233,8070
92,5233,8070
93,5233,8070
94,5233,8070
95,856,1421
96,856,1421
97,856,1421
98,856,1421
99,856,1421
100,409,740
