age,male,female
0,46135716,44276727
1,46135716,44276727
2,46135716,44276727
3,46135716,44276727
4,46135716,44276727
5,41276730,39636477
6,41276730,39636477
7,41276730,39636477
8,41276730,39636477
9,41276730,39636477
10,35687500,34287507
11,35687500,34287507
12,35687500,34287507
13,35687500,34287507
14,35687500,34287507
15,28497907,27340598
16,28497907,27340598
17,28497907,27340598
18,28497907,27340598
19,28497907,27340598
20,25474347,24572059
21,25474347,24572059
22,25474347,24572059
23,25474347,24572059
24,25474347,24572059
25,23960613,23220979
26,23960613,23220979
27,23960613,23220979
28,23960613,23220979
29,23960613,23220979
30,21905254,21369864
31,21905254,21369864
32,21905254,21369864
33,21905254,21369864
34,21905254,21369864
35,19536693,19605972
36,19536693,19605972
37,19536693,19605972
38,19536693,19605972
39,19536693,19605972
40,16355019,16866790
41,16355019,16866790
42,16355019,16866790
43,16355019,16866790
44,16355019,16866790
45,14033300,14622820
46,14033300,14622820
47,14033300,14622820
48,14033300,14622820
49,14033300,14622820
50,12965979,13867234
51,12965979,13867234
52,12965979,13867234
53,12965979,13867234
54,12965979,13867234
55,10882864,11906039
56,10882864,11906039
57,10882864,11906039
58,10882864,11906039
59,10882864,11906039
60,8462178,9750934
61,8462178,9750934
62,8462178,9750934
63,8462178,9750934
64,8462178,9750934
65,5969545,7412375
66,5969545,7412375
67,5969545,7412375
68,5969545,7412375
69,5969545,7412375
70,3901668,5239421
71,3901668,5239421
72,3901668,5239421
73,3901668,5239421
74,3901668,5239421
75,2292085,3340230
76,2292085,3340230
77,2292085,3340230
78,2292085,3340230
79,2292085,3340230
80,1028088,1645819
81,1028088,1645819
82,1028088,1645819
83,1028088,1645819
84,1028088,1645819
85,347975,613692
86,347975,613692
87,347975,613692
88,347975,613692
89,347975,613692
90,78665,156098
91,78665,156098
92,78665,156098
93,78665,156098
94,78665,156098
95,10507,24332
96,10507,24332
97,10507,24332
98,10507,24332
99,10507,24332
100,4040,10788
