age,male,female
0,381066,362405
1,381066,362405
2,381066,362405
3,381066,362405
4,381066,362405
5,410186,389952
6,410186,389952
7,410186,389952
8,410186,389952
9,410186,389952
10,427457,407170
11,427457,407170
12,427457,407170
13,427457,407170
14,427457,407170
15,486139,465647
16,486139,465647
17,486139,465647
18,486139,465647
19,486139,465647
20,494938,491935
21,494938,491935
22,494938,491935
23,494938,491935
24,494938,491935
25,487833,485054
26,487833,485054
27,487833,485054
28,487833,485054
29,487833,485054
30,512214,505723
31,512214,505723
32,512214,505723
33,512214,505723
34,512214,505723
35,676493,658801
36,676493,658801
37,676493,658801
38,676493,658801
39,676493,658801
40,716049,695111
41,716049,695111
42,716049,695111
43,716049,695111
44,716049,695111
45,626315,614473
46,626315,614473
47,626315,614473
48,626315,614473
49,626315,614473
50,550879,558404
51,550879,558404
52,550879,558404
53,550879,558404
54,550879,558404
55,462791,468692
56,462791,468692
57,462791,468692
58,462791,468692
59,462791,468692
60,481095,497936
61,481095,497936
62,481095,497936
63,481095,497936
64,481095,497936
65,498843,547555
66,498843,547555
67,498843,547555
68,498843,547555
69,498843,547555
70,332040,402338
71,332040,402338
72,332040,402338
73,332040,402338
74,332040,402338
75,241416,363739
76,241416,363739
77,241416,363739
78,241416,363739
79,241416,363739
80,128225,299290
81,128225,299290
82,128225,299290
83,128225,299290
84,128225,299290
85,42740,126403
86,42740,126403
87,42740,126403
88,42740,126403
89,42740,126403
90,18361,72583
91,18361,72583
92,18361,72583
93,18361,72583
94,18361,72583
95,3104,16295
96,3104,16295
97,3104,16295
98,3104,16295
99,3104,16295
100,1101,7165
