age,male,female
0,9744447,8430326
1,9744447,8430326
2,9744447,8430326
3,9744447,8430326
4,9744447,8430326
5,9327692,7962852
6,9327692,7962852
7,9327692,7962852
8,9327692,7962852
9,9327692,7962852
10,8601680,7334662
11,8601680,7334662
12,8601680,7334662
13,8601680,7334662
14,8601680,7334662
15,8863418,7639104
16,8863418,7639104
17,8863418,7639104
18,8863418,7639104
19,8863418,7639104
20,9953794,8782785
21,9953794,8782785
22,9953794,8782785
23,9953794,8782785
24,9953794,8782785
25,12896757,11755285
26,12896757,11755285
27,12896757,11755285
28,12896757,11755285
29,12896757,11755285
30,11025984,10329434
31,11025984,10329434
32,11025984,10329434
33,11025984,10329434
34,11025984,10329434
35,9643671,9169918
36,9643671,9169918
37,9643671,9169918
38,9643671,9169918
39,9643671,9169918
40,11431074,11008264
41,11431074,11008264
42,11431074,11008264
43,11431074,11008264
44,11431074,11008264
45,12487226,12198361
46,12487226,12198361
47,12487226,12198361
48,12487226,12198361
49,12487226,12198361
50,11103806,11003255
51,11103806,11003255
52,11103806,11003255
53,11103806,11003255
54,11103806,11003255
55,7291406,7397069
56,7291406,7397069
57,7291406,7397069
58,7291406,7397069
59,7291406,7397069
60,7770017,8198969
61,7770017,8198969
62,7770017,8198969
63,7770017,8198969
64,7770017,8198969
65,5407043,5818415
66,5407043,5818415
67,5407043,5818415
68,5407043,5818415
69,5407043,5818415
70,3440054,3790864
71,3440054,3790864
72,3440054,3790864
73,3440054,3790864
74,3440054,3790864
75,2425888,2867359
76,2425888,2867359
77,2425888,2867359
78,2425888,2867359
79,2425888,2867359
80,1467214,2031586
81,1467214,2031586
82,1467214,2031586
83,1467214,2031586
84,1467214,2031586
85,599108,1016333
86,599108,1016333
87,599108,1016333
88,599108,1016333
89,599108,1016333
90,150438,363297
91,150438,363297
92,150438,363297
93,150438,363297
94,150438,363297
95,13666,63359
96,13666,63359
97,13666,63359
98,13666,63359
99,13666,63359
100,854,22374
