age,male,female
0,2046511,1949367
1,2046511,1949367
2,2046511,1949367
3,2046511,1949367
4,2046511,1949367
5,2176020,2060227
6,2176020,2060227
7,2176020,2060227
8,2176020,2060227
9,2176020,2060227
10,2239412,2111677
11,2239412,2111677
12,2239412,2111677
13,2239412,2111677
14,2239412,2111677
15,2237065,2095637
16,2237065,2095637
17,2237065,2095637
18,2237065,2095637
19,2237065,2095637
20,2319664,2156716
21,2319664,2156716
22,2319664,2156716
23,2319664,2156716
24,2319664,2156716
25,2482262,2312959
26,2482262,2312959
27,2482262,2312959
28,2482262,2312959
29,2482262,2312959
30,2386458,2233611
31,2386458,2233611
32,2386458,2233611
33,2386458,2233611
34,2386458,2233611
35,2290967,2164243
36,2290967,2164243
37,2290967,2164243
38,2290967,2164243
39,2290967,2164243
40,2085440,1985710
41,2085440,1985710
42,2085440,1985710
43,2085440,1985710
44,2085440,1985710
45,2176281,2092078
46,2176281,2092078
47,2176281,2092078
48,2176281,2092078
49,2176281,2092078
50,2222987,2175547
51,2222987,2175547
52,2222987,2175547
53,2222987,2175547
54,2222987,2175547
55,2247882,2248734
56,2247882,2248734
57,2247882,2248734
58,2247882,2248734
59,2247882,2248734
60,1964750,2053035
61,1964750,2053035
62,1964750,2053035
63,1964750,2053035
64,1964750,2053035
65,1607927,1733341
66,1607927,1733341
67,1607927,1733341
68,1607927,1733341
69,1607927,1733341
70,1194966,1333768
71,1194966,1333768
72,1194966,1333768
73,1194966,1333768
74,1194966,1333768
75,758997,936187
76,758997,936187
77,758997,936187
78,758997,936187
79,758997,936187
80,499900,678440
81,499900,678440
82,499900,678440
83,499900,678440
84,499900,678440
85,288465,463631
86,288465,463631
87,288465,463631
88,288465,463631
89,288465,463631
90,109075,224957
91,109075,224957
92,109075,224957
93,109075,224957
94,109075,224957
95,22424,61707
96,22424,61707
97,22424,61707
98,22424,61707
99,22424,61707
100,10802,48735
