age,male,female
0,411097,378422
1,411097,378422
2,411097,378422
3,411097,378422
4,411097,378422
5,471267,436266
6,471267,436266
7,471267,436266
8,471267,436266
9,471267,436266
10,466191,432743
11,466191,432743
12,466191,432743
13,466191,432743
14,466191,432743
15,453290,421477
16,453290,421477
17,453290,421477
18,453290,421477
19,453290,421477
20,430991,405597
21,430991,405597
22,430991,405597
23,430991,405597
24,430991,405597
25,318961,303824
26,318961,303824
27,318961,303824
28,318961,303824
29,318961,303824
30,264858,244752
31,264858,244752
32,264858,244752
33,264858,244752
34,264858,244752
35,233078,221092
36,233078,221092
37,233078,221092
38,233078,221092
39,233078,221092
40,221171,211574
41,221171,211574
42,221171,211574
43,221171,211574
44,221171,211574
45,172487,179520
46,172487,179520
47,172487,179520
48,172487,179520
49,172487,179520
50,123689,142855
51,123689,142855
52,123689,142855
53,123689,142855
54,123689,142855
55,106425,119816
56,106425,119816
57,106425,119816
58,106425,119816
59,106425,119816
60,75347,89502
61,75347,89502
62,75347,89502
63,75347,89502
64,75347,89502
65,52867,71915
66,52867,71915
67,52867,71915
68,52867,71915
69,52867,71915
70,32793,52578
71,32793,52578
72,32793,52578
73,32793,52578
74,32793,52578
75,15362,31155
76,15362,31155
77,15362,31155
78,15362,31155
79,15362,31155
80,6629,17560
81,6629,17560
82,6629,17560
83,6629,17560
84,6629,17560
85,2045,6624
86,2045,6624
87,2045,6624
88,2045,6624
89,2045,6624
90,268,1843
91,268,1843
92,268,1843
93,268,1843
94,268,1843
95,14,262
96,14,262
97,14,262
98,14,262
99,14,262
100,1,60
