age,male,female
0,2061705,2030460
1,2061705,2030460
2,2061705,2030460
3,2061705,2030460
4,2061705,2030460
5,1839230,1809141
6,1839230,1809141
7,1839230,1809141
8,1839230,1809141
9,1839230,1809141
10,1632227,1597973
11,1632227,1597973
12,1632227,1597973
13,1632227,1597973
14,1632227,1597973
15,1270014,1294380
16,1270014,1294380
17,1270014,1294380
18,1270014,1294380
19,1270014,1294380
20,1083733,1112736
21,1083733,1112736
22,1083733,1112736
23,1083733,1112736
24,1083733,1112736
25,1101098,1128503
26,1101098,1128503
27,1101098,1128503
28,1101098,1128503
29,1101098,1128503
30,1191397,1236575
31,1191397,1236575
32,1191397,1236575
33,1191397,1236575
34,1191397,1236575
35,1221239,1277980
36,1221239,1277980
37,1221239,1277980
38,1221239,1277980
39,1221239,1277980
40,1134731,1179467
41,1134731,1179467
42,1134731,1179467
43,1134731,1179467
44,1134731,1179467
45,1055190,1083441
46,1055190,1083441
47,1055190,1083441
48,1055190,1083441
49,1055190,1083441
50,939145,975398
51,939145,975398
52,939145,975398
53,939145,975398
54,939145,975398
55,810561,859663
56,810561,859663
57,810561,859663
58,810561,859663
59,810561,859663
60,675185,739914
61,675185,739914
62,675185,739914
63,675185,739914
64,675185,739914
65,548531,627005
66,548531,627005
67,548531,627005
68,548531,627005
69,548531,627005
70,407146,483143
71,407146,483143
72,407146,483143
73,407146,483143
74,407146,483143
75,248142,314304
76,248142,314304
77,248142,314304
78,248142,314304
79,248142,314304
80,120770,167871
81,120770,167871
82,120770,167871
83,120770,167871
84,120770,167871
85,50363,75519
86,50363,75519
87,50363,75519
88,50363,75519
89,50363,75519
90,13607,23704
91,13607,23704
92,13607,23704
93,13607,23704
94,13607,23704
95,2405,4777
96,2405,4777
97,2405,4777
98,2405,4777
99,2405,4777
100,1189,2684
