age,male,female
0,649608,618646
1,649608,618646
2,649608,618646
3,649608,618646
4,649608,618646
5,564734,536683
6,564734,536683
7,564734,536683
8,564734,536683
9,564734,536683
10,530970,505416
11,530970,505416
12,530970,505416
13,530970,505416
14,530970,505416
15,453122,431385
16,453122,431385
17,453122,431385
18,453122,431385
19,453122,431385
20,599142,564183
21,599142,564183
22,599142,564183
23,599142,564183
24,599142,564183
25,619506,577147
26,619506,577147
27,619506,577147
28,619506,577147
29,619506,577147
30,501151,472758
31,501151,472758
32,501151,472758
33,501151,472758
34,501151,472758
35,464179,515137
36,464179,515137
37,464179,515137
38,464179,515137
39,464179,515137
40,399871,562845
41,399871,562845
42,399871,562845
43,399871,562845
44,399871,562845
45,269020,382575
46,269020,382575
47,269020,382575
48,269020,382575
49,269020,382575
50,429128,592834
51,429128,592834
52,429128,592834
53,429128,592834
54,429128,592834
55,454040,583658
56,454040,583658
57,454040,583658
58,454040,583658
59,454040,583658
60,413900,519362
61,413900,519362
62,413900,519362
63,413900,519362
64,413900,519362
65,288640,434992
66,288640,434992
67,288640,434992
68,288640,434992
69,288640,434992
70,197751,326994
71,197751,326994
72,197751,326994
73,197751,326994
74,197751,326994
75,133303,214741
76,133303,214741
77,133303,214741
78,133303,214741
79,133303,214741
80,69290,108763
81,69290,108763
82,69290,108763
83,69290,108763
84,69290,108763
85,24823,39261
86,24823,39261
87,24823,39261
88,24823,39261
89,24823,39261
90,4453,7497
91,4453,7497
92,4453,7497
93,4453,7497
94,4453,7497
95,366,769
96,366,769
97,366,769
98,366,769
99,366,769
100,69,188
