age,male,female
0,421356,405063
1,421356,405063
2,421356,405063
3,421356,405063
4,421356,405063
5,421278,406084
6,421278,406084
7,421278,406084
8,421278,406084
9,421278,406084
10,305519,292687
11,305519,292687
12,305519,292687
13,305519,292687
14,305519,292687
15,287913,275414
16,287913,275414
17,287913,275414
18,287913,275414
19,287913,275414
20,321276,307615
21,321276,307615
22,321276,307615
23,321276,307615
24,321276,307615
25,335492,323042
26,335492,323042
27,335492,323042
28,335492,323042
29,335492,323042
30,330983,327603
31,330983,327603
32,330983,327603
33,330983,327603
34,330983,327603
35,232845,233471
36,232845,233471
37,232845,233471
38,232845,233471
39,232845,233471
40,262594,268234
41,262594,268234
42,262594,268234
43,262594,268234
44,262594,268234
45,298435,305108
46,298435,305108
47,298435,305108
48,298435,305108
49,298435,305108
50,290694,300968
51,290694,300968
52,290694,300968
53,290694,300968
54,290694,300968
55,246733,279052
56,246733,279052
57,246733,279052
58,246733,279052
59,246733,279052
60,172489,248749
61,172489,248749
62,172489,248749
63,172489,248749
64,172489,248749
65,144062,215600
66,144062,215600
67,144062,215600
68,144062,215600
69,144062,215600
70,112203,179487
71,112203,179487
72,112203,179487
73,112203,179487
74,112203,179487
75,76258,127461
76,76258,127461
77,76258,127461
78,76258,127461
79,76258,127461
80,40019,73127
81,40019,73127
82,40019,73127
83,40019,73127
84,40019,73127
85,12030,26652
86,12030,26652
87,12030,26652
88,12030,26652
89,12030,26652
90,2296,6658
91,2296,6658
92,2296,6658
93,2296,6658
94,2296,6658
95,231,859
96,231,859
97,231,859
98,231,859
99,231,859
100,49,245
