age,male,female
0,57307737,54626564
1,57307737,54626564
2,57307737,54626564
3,57307737,54626564
4,57307737,54626564
5,53937578,51480998
6,53937578,51480998
7,53937578,51480998
8,53937578,51480998
9,53937578,51480998
10,51726177,49457516
11,51726177,49457516
12,51726177,49457516
13,51726177,49457516
14,51726177,49457516
15,47644561,45702390
16,47644561,45702390
17,47644561,45702390
18,47644561,45702390
19,47644561,45702390
20,40453876,39014071
21,40453876,39014071
22,40453876,39014071
23,40453876,39014071
24,40453876,39014071
25,37300260,36258112
26,37300260,36258112
27,37300260,36258112
28,37300260,36258112
29,37300260,36258112
30,30986917,30096625
31,30986917,30096625
32,30986917,30096625
33,30986917,30096625
34,30986917,30096625
35,24499625,23803272
36,24499625,23803272
37,24499625,23803272
38,24499625,23803272
39,24499625,23803272
40,23016339,22525693
41,23016339,22525693
42,23016339,22525693
43,23016339,22525693
44,23016339,22525693
45,20522904,20395339
46,20522904,20395339
47,20522904,20395339
48,20522904,20395339
49,20522904,20395339
50,18311321,18648467
51,18311321,18648467
52,18311321,18648467
53,18311321,18648467
54,18311321,18648467
55,14960371,16327281
56,14960371,16327281
57,14960371,16327281
58,14960371,16327281
59,14960371,16327281
60,11268728,12834462
61,11268728,12834462
62,11268728,12834462
63,11268728,12834462
64,11268728,12834462
65,9065529,11162531
66,9065529,11162531
67,9065529,11162531
68,9065529,11162531
69,9065529,11162531
70,6472587,8772500
71,6472587,8772500
72,6472587,8772500
73,6472587,8772500
74,6472587,8772500
75,3821294,5865143
76,3821294,5865143
77,3821294,5865143
78,3821294,5865143
79,3821294,5865143
80,1773456,3183145
81,1773456,3183145
82,1773456,3183145
83,1773456,3183145
84,1773456,3183145
85,605622,1296460
86,605622,1296460
87,605622,1296460
88,605622,1296460
89,605622,1296460
90,151411,377014
91,151411,377014
92,151411,377014
93,151411,377014
94,151411,377014
95,23867,68573
96,23867,68573
97,23867,68573
98,23867,68573
99,23867,68573
100,10750,34971
