age,male,female
0,462900,439260
1,462900,439260
2,462900,439260
3,462900,439260
4,462900,439260
5,443493,421531
6,443493,421531
7,443493,421531
8,443493,421531
9,443493,421531
10,432882,411081
11,432882,411081
12,432882,411081
13,432882,411081
14,432882,411081
15,441146,418486
16,441146,418486
17,441146,418486
18,441146,418486
19,441146,418486
20,638718,608071
21,638718,608071
22,638718,608071
23,638718,608071
24,638718,608071
25,732199,683739
26,732199,683739
27,732199,683739
28,732199,683739
29,732199,683739
30,659123,620000
31,659123,620000
32,659123,620000
33,659123,620000
34,659123,620000
35,584036,561014
36,584036,561014
37,584036,561014
38,584036,561014
39,584036,561014
40,533662,511424
41,533662,511424
42,533662,511424
43,533662,511424
44,533662,511424
45,505918,482918
46,505918,482918
47,505918,482918
48,505918,482918
49,505918,482918
50,626019,606051
51,626019,606051
52,626019,606051
53,626019,606051
54,626019,606051
55,483279,482805
56,483279,482805
57,483279,482805
58,483279,482805
59,483279,482805
60,416348,461171
61,416348,461171
62,416348,461171
63,416348,461171
64,416348,461171
65,297257,469968
66,297257,469968
67,297257,469968
68,297257,469968
69,297257,469968
70,182756,334433
71,182756,334433
72,182756,334433
73,182756,334433
74,182756,334433
75,162906,341837
76,162906,341837
77,162906,341837
78,162906,341837
79,162906,341837
80,109053,266421
81,109053,266421
82,109053,266421
83,109053,266421
84,109053,266421
85,45144,127313
86,45144,127313
87,45144,127313
88,45144,127313
89,45144,127313
90,10378,37941
91,10378,37941
92,10378,37941
93,10378,37941
94,10378,37941
95,1288,6115
96,1288,6115
97,1288,6115
98,1288,6115
99,1288,6115
100,509,2262
