age,male,female
0,3424957,3340861
1,3424957,3340861
2,3424957,3340861
3,3424957,3340861
4,3424957,3340861
5,3225032,3135071
6,3225032,3135071
7,3225032,3135071
8,3225032,3135071
9,3225032,3135071
10,3030558,2929681
11,3030558,2929681
12,3030558,2929681
13,3030558,2929681
14,3030558,2929681
15,2656064,2557333
16,2656064,2557333
17,2656064,2557333
18,2656064,2557333
19,2656064,2557333
20,2226102,2146285
21,2226102,2146285
22,2226102,2146285
23,2226102,2146285
24,2226102,2146285
25,1803586,1743136
26,1803586,1743136
27,1803586,1743136
28,1803586,1743136
29,1803586,1743136
30,1507734,1460820
31,1507734,1460820
32,1507734,1460820
33,1507734,1460820
34,1507734,1460820
35,1283073,1251352
36,1283073,1251352
37,1283073,1251352
38,1283073,1251352
39,1283073,1251352
40,1121743,1095195
41,1121743,1095195
42,1121743,1095195
43,1121743,1095195
44,1121743,1095195
45,926087,909788
46,926087,909788
47,926087,909788
48,926087,909788
49,926087,909788
50,706352,705108
51,706352,705108
52,706352,705108
53,706352,705108
54,706352,705108
55,540763,550259
56,540763,550259
57,540763,550259
58,540763,550259
59,540763,550259
60,409266,430966
61,409266,430966
62,409266,430966
63,409266,430966
64,409266,430966
65,295207,320232
66,295207,320232
67,295207,320232
68,295207,320232
69,295207,320232
70,192392,214611
71,192392,214611
72,192392,214611
73,192392,214611
74,192392,214611
75,113261,125938
76,113261,125938
77,113261,125938
78,113261,125938
79,113261,125938
80,52970,59836
81,52970,59836
82,52970,59836
83,52970,59836
84,52970,59836
85,16479,20045
86,16479,20045
87,16479,20045
88,16479,20045
89,16479,20045
90,2874,4124
91,2874,4124
92,2874,4124
93,2874,4124
94,2874,4124
95,244,470
96,244,470
97,244,470
98,244,470
99,244,470
100,49,142
