age,male,female
0,465771,438941
1,465771,438941
2,465771,438941
3,465771,438941
4,465771,438941
5,498160,463478
6,498160,463478
7,498160,463478
8,498160,463478
9,498160,463478
10,442252,412086
11,442252,412086
12,442252,412086
13,442252,412086
14,442252,412086
15,317339,299676
16,317339,299676
17,317339,299676
18,317339,299676
19,317339,299676
20,265934,242743
21,265934,242743
22,265934,242743
23,265934,242743
24,265934,242743
25,246640,232116
26,246640,232116
27,246640,232116
28,246640,232116
29,246640,232116
30,225421,216121
31,225421,216121
32,225421,216121
33,225421,216121
34,225421,216121
35,170596,181185
36,170596,181185
37,170596,181185
38,170596,181185
39,170596,181185
40,134585,150463
41,134585,150463
42,134585,150463
43,134585,150463
44,134585,150463
45,125519,127253
46,125519,127253
47,125519,127253
48,125519,127253
49,125519,127253
50,98886,102160
51,98886,102160
52,98886,102160
53,98886,102160
54,98886,102160
55,81808,89165
56,81808,89165
57,81808,89165
58,81808,89165
59,81808,89165
60,59613,70945
61,59613,70945
62,59613,70945
63,59613,70945
64,59613,70945
65,37509,52583
66,37509,52583
67,37509,52583
68,37509,52583
69,37509,52583
70,24515,39226
71,24515,39226
72,24515,39226
73,24515,39226
74,24515,39226
75,12943,24245
76,12943,24245
77,12943,24245
78,12943,24245
79,12943,24245
80,5108,11300
81,5108,11300
82,5108,11300
83,5108,11300
84,5108,11300
85,986,2751
86,986,2751
87,986,2751
88,986,2751
89,986,2751
90,86,430
91,86,430
92,86,430
93,86,430
94,86,430
95,1,11
96,1,11
97,1,11
98,1,11
99,1,11
100,0,1
