age,male,female
0,1901994,1812911
1,1901994,1812911
2,1901994,1812911
3,1901994,1812911
4,1901994,1812911
5,2022949,1925995
6,2022949,1925995
7,2022949,1925995
8,2022949,1925995
9,2022949,1925995
10,2165870,2046447
11,2165870,2046447
12,2165870,2046447
13,2165870,2046447
14,2165870,2046447
15,2350850,2214949
16,2350850,2214949
17,2350850,2214949
18,2350850,2214949
19,2350850,2214949
20,2378055,2234306
21,2378055,2234306
22,2378055,2234306
23,2378055,2234306
24,2378055,2234306
25,2342339,2185922
26,2342339,2185922
27,2342339,2185922
28,2342339,2185922
29,2342339,2185922
30,2479408,2314213
31,2479408,2314213
32,2479408,2314213
33,2479408,2314213
34,2479408,2314213
35,2489539,2332402
36,2489539,2332402
37,2489539,2332402
38,2489539,2332402
39,2489539,2332402
40,2388055,2254681
41,2388055,2254681
42,2388055,2254681
43,2388055,2254681
44,2388055,2254681
45,2196266,2094992
46,2196266,2094992
47,2196266,2094992
48,2196266,2094992
49,2196266,2094992
50,2087118,2014104
51,2087118,2014104
52,2087118,2014104
53,2087118,2014104
54,2087118,2014104
55,2089547,2053862
56,2089547,2053862
57,2089547,2053862
58,2089547,2053862
59,2089547,2053862
60,2140867,2166641
61,2140867,2166641
62,2140867,2166641
63,2140867,2166641
64,2140867,2166641
65,1947468,2064531
66,1947468,2064531
67,1947468,2064531
68,1947468,2064531
69,1947468,2064531
70,1560348,1743747
71,1560348,1743747
72,1560348,1743747
73,1560348,1743747
74,1560348,1743747
75,1167141,1372153
76,1167141,1372153
77,1167141,1372153
78,1167141,1372153
79,1167141,1372153
80,682768,880659
81,682768,880659
82,682768,880659
83,682768,880659
84,682768,880659
85,338810,510472
86,338810,510472
87,338810,510472
88,338810,510472
89,338810,510472
90,134711,247163
91,134711,247163
92,134711,247163
93,134711,247163
94,134711,247163
95,31806,74374
96,31806,74374
97,31806,74374
98,31806,74374
99,31806,74374
100,17270,56358
