age,male,female
0,992070,942126
1,992070,942126
2,992070,942126
3,992070,942126
4,992070,942126
5,817443,780277
6,817443,780277
7,817443,780277
8,817443,780277
9,817443,780277
10,811468,770170
11,811468,770170
12,811468,770170
13,811468,770170
14,811468,770170
15,854586,833636
16,854586,833636
17,854586,833636
18,854586,833636
19,854586,833636
20,1114660,1100598
21,1114660,1100598
22,1114660,1100598
23,1114660,1100598
24,1114660,1100598
25,986595,964258
26,986595,964258
27,986595,964258
28,986595,964258
29,986595,964258
30,925622,909547
31,925622,909547
32,925622,909547
33,925622,909547
34,925622,909547
35,866063,853414
36,866063,853414
37,866063,853414
38,866063,853414
39,866063,853414
40,797299,789212
41,797299,789212
42,797299,789212
43,797299,789212
44,797299,789212
45,655952,706489
46,655952,706489
47,655952,706489
48,655952,706489
49,655952,706489
50,450061,582375
51,450061,582375
52,450061,582375
53,450061,582375
54,450061,582375
55,411679,498821
56,411679,498821
57,411679,498821
58,411679,498821
59,411679,498821
60,372566,446467
61,372566,446467
62,372566,446467
63,372566,446467
64,372566,446467
65,288140,339425
66,288140,339425
67,288140,339425
68,288140,339425
69,288140,339425
70,214064,268651
71,214064,268651
72,214064,268651
73,214064,268651
74,214064,268651
75,120405,169807
76,120405,169807
77,120405,169807
78,120405,169807
79,120405,169807
80,53663,90525
81,53663,90525
82,53663,90525
83,53663,90525
84,53663,90525
85,16588,35726
86,16588,35726
87,16588,35726
88,16588,35726
89,16588,35726
90,4177,10686
91,4177,10686
92,4177,10686
93,4177,10686
94,4177,10686
95,567,1812
96,567,1812
97,567,1812
98,567,1812
99,567,1812
100,104,391
