age,male,female
0,1217522,1200005
1,1217522,1200005
2,1217522,1200005
3,1217522,1200005
4,1217522,1200005
5,896623,896982
6,896623,896982
7,896623,896982
8,896623,896982
9,896623,896982
10,736904,750462
11,736904,750462
12,736904,750462
13,736904,750462
14,736904,750462
15,622576,641187
16,622576,641187
17,622576,641187
18,622576,641187
19,622576,641187
20,527542,549752
21,527542,549752
22,527542,549752
23,527542,549752
24,527542,549752
25,452768,470412
26,452768,470412
27,452768,470412
28,452768,470412
29,452768,470412
30,419868,418996
31,419868,418996
32,419868,418996
33,419868,418996
34,419868,418996
35,356940,358120
36,356940,358120
37,356940,358120
38,356940,358120
39,356940,358120
40,298770,302159
41,298770,302159
42,298770,302159
43,298770,302159
44,298770,302159
45,248162,254657
46,248162,254657
47,248162,254657
48,248162,254657
49,248162,254657
50,204192,213883
51,204192,213883
52,204192,213883
53,204192,213883
54,204192,213883
55,162278,175577
56,162278,175577
57,162278,175577
58,162278,175577
59,162278,175577
60,120448,136337
61,120448,136337
62,120448,136337
63,120448,136337
64,120448,136337
65,85043,100960
66,85043,100960
67,85043,100960
68,85043,100960
69,85043,100960
70,53638,67515
71,53638,67515
72,53638,67515
73,53638,67515
74,53638,67515
75,30063,40456
76,30063,40456
77,30063,40456
78,30063,40456
79,30063,40456
80,12211,18324
81,12211,18324
82,12211,18324
83,12211,18324
84,12211,18324
85,3082,5605
86,3082,5605
87,3082,5605
88,3082,5605
89,3082,5605
90,414,1036
91,414,1036
92,414,1036
93,414,1036
94,414,1036
95,24,101
96,24,101
97,24,101
98,24,101
99,24,101
100,3,25
