age,male,female
0,822730,827357
1,822730,827357
2,822730,827357
3,822730,827357
4,822730,827357
5,613970,633813
6,613970,633813
7,613970,633813
8,613970,633813
9,613970,633813
10,519688,538014
11,519688,538014
12,519688,538014
13,519688,538014
14,519688,538014
15,491946,480262
16,491946,480262
17,491946,480262
18,491946,480262
19,491946,480262
20,432533,421572
21,432533,421572
22,432533,421572
23,432533,421572
24,432533,421572
25,369607,365068
26,369607,365068
27,369607,365068
28,369607,365068
29,369607,365068
30,314085,312850
31,314085,312850
32,314085,312850
33,314085,312850
34,314085,312850
35,268597,268270
36,268597,268270
37,268597,268270
38,268597,268270
39,268597,268270
40,227286,228979
41,227286,228979
42,227286,228979
43,227286,228979
44,227286,228979
45,185923,192035
46,185923,192035
47,185923,192035
48,185923,192035
49,185923,192035
50,148477,159087
51,148477,159087
52,148477,159087
53,148477,159087
54,148477,159087
55,117816,131409
56,117816,131409
57,117816,131409
58,117816,131409
59,117816,131409
60,92206,107088
61,92206,107088
62,92206,107088
63,92206,107088
64,92206,107088
65,69246,83365
66,69246,83365
67,69246,83365
68,69246,83365
69,69246,83365
70,42198,54362
71,42198,54362
72,42198,54362
73,42198,54362
74,42198,54362
75,20415,29171
76,20415,29171
77,20415,29171
78,20415,29171
79,20415,29171
80,7324,12033
81,7324,12033
82,7324,12033
83,7324,12033
84,7324,12033
85,1625,3468
86,1625,3468
87,1625,3468
88,1625,3468
89,1625,3468
90,184,590
91,184,590
92,184,590
93,184,590
94,184,590
95,9,50
96,9,50
97,9,50
98,9,50
99,9,50
100,0,5
